brickid,latitude,longitude,state,type,schools_1km,hospitals_1km,pop_1km,grids_pop,total_prod(kg_day),pm2.5(kg_day),pm10(kg_day,nox(kg_day),sox(kg_day,total_prod(kg/season),pm2.5(kg_s),pm10(kg_s),nox(kg_s),sox(kg_s)
BKP-2684,71.44493694,29.91172504,Punjab,,0,0,1864,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2685,71.44642814,29.91084469,Punjab,,0,0,1710,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2686,71.4451215,29.91048536,Punjab,,0,0,1848,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2687,71.44526033,29.90954213,Punjab,,0,0,3606,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2688,71.44481118,29.90909297,Punjab,,0,0,2591,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2689,71.33539638,30.18343846,Punjab,,0,0,869,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-269,73.31402562,33.29789755,Punjab,,0,0,1768,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2690,72.6444545,30.68145264,Punjab,,0,0,1647,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2691,72.64805509,30.6525432,Punjab,,0,0,1105,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2692,72.2317713,30.87210621,Punjab,,0,0,2925,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2693,72.5043501,32.22995788,Punjab,,0,0,7546,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2694,72.51199748,32.27315256,Punjab,,0,0,3628,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2695,72.50006214,31.43968747,Punjab,,0,0,3356,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2696,72.49454452,31.63600024,Punjab,,0,0,2916,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2697,72.48561078,32.25459533,Punjab,,0,0,2965,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2698,72.49036034,30.2858464,Punjab,,0,0,107,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2699,72.48653637,31.46575291,Punjab,,0,0,3254,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-27,69.04587705,25.49204304,Sindh,,0,0,3885,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-270,73.31416203,33.29762473,Punjab,,0,0,3523,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2700,72.49297982,30.50155885,Punjab,,0,0,2536,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2701,72.49174927,30.56893665,Punjab,,0,0,6755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2702,72.49102958,30.56627798,Punjab,,0,0,2638,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2703,72.49083105,30.56343481,Punjab,,0,0,3628,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2704,72.48994573,30.98400668,Punjab,,0,0,2332,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2705,72.48793488,30.91412811,Punjab,,0,0,4120,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2706,72.48613825,30.68249752,Punjab,,0,0,4120,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2707,72.49018067,30.8343128,Punjab,,0,0,2812,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2708,72.49208959,31.00536101,Punjab,,0,0,2772,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2709,72.48893426,30.99531336,Punjab,,0,0,2772,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-271,73.31549808,33.2974152,Punjab,,0,0,1151,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2710,72.48383857,30.99194917,Punjab,,0,0,1151,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2711,72.6549317,31.43622896,Punjab,,0,0,1151,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2712,72.65868965,31.56176424,Punjab,,1,0,1151,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2713,72.65937836,30.75090423,Punjab,,0,0,880,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2714,72.66280094,31.58302266,Punjab,,0,0,3959,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2715,72.65718871,31.14772377,Punjab,,0,0,4543,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2716,72.65831963,31.53990096,Punjab,,0,0,5699,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2717,72.66290874,31.13505978,Punjab,,0,0,4042,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2718,72.65889925,31.13187475,Punjab,,0,0,4669,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2719,72.65861479,31.13201449,Punjab,,0,0,4669,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-272,73.32242666,33.35830566,Punjab,,0,0,3314,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2720,72.655754,30.69796236,Punjab,,0,0,1865,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2721,72.65954454,30.71424847,Punjab,,0,0,418,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2722,72.65399845,30.696102,Punjab,,0,0,4331,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2723,72.65672833,30.96290663,Punjab,,0,0,4302,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2724,72.65605459,30.97584237,Punjab,,0,0,3332,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2725,72.65752263,32.01420265,Punjab,,0,0,5147,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2726,72.66310636,31.8423573,Punjab,,0,0,5147,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2727,72.66031036,31.8568314,Punjab,,0,0,5147,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2728,72.65603775,31.85577588,Punjab,,0,0,6036,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2729,72.65632408,31.85592186,Punjab,,0,0,1753,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-273,73.31703152,33.43661471,Punjab,,0,0,2667,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2730,72.66077075,31.85349641,Punjab,,0,0,3805,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2731,72.66139957,31.92985321,Punjab,,0,0,4561,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2732,72.6611017,31.91992682,Punjab,,0,0,1661,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2733,72.66110761,31.92017386,Punjab,,0,0,6705,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2734,72.66072583,31.91992682,Punjab,,0,0,827,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2735,72.65735715,31.91808528,Punjab,,0,0,1844,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2736,72.6581248,31.91789336,Punjab,,0,0,121,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2737,72.65371897,31.91561491,Punjab,,0,0,3893,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2738,72.64889861,30.69442715,Punjab,,0,0,4257,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2739,72.64590034,30.75143774,Punjab,,0,0,4679,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-274,73.31940268,33.44524051,Punjab,,0,0,1411,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2740,72.64567905,31.00467829,Punjab,,0,0,1281,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2741,72.64478073,30.41219445,Punjab,,0,0,1334,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2742,72.65248379,30.42859993,Punjab,,0,0,4594,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2743,72.64747568,30.36584138,Punjab,,0,0,4607,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2744,72.64148963,30.97819841,Punjab,,0,0,8984,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2745,72.64051374,32.3614937,Punjab,,0,0,8823,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2746,72.64208579,30.90559412,Punjab,,0,0,3548,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2747,72.63317613,30.97332301,Punjab,,0,0,3531,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2748,72.64208579,31.11049984,Punjab,,0,0,1323,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2749,72.64635611,32.70023176,Punjab,,0,0,2929,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-275,73.32413288,31.1489368,Punjab,,0,0,3278,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2750,72.64302902,31.57326695,Punjab,,0,0,2463,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2751,72.6357274,31.55998312,Punjab,,0,0,2149,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2752,72.64092417,32.02806849,Punjab,,0,0,4507,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2753,72.64027024,32.03762031,Punjab,,0,0,2293,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2754,72.63449502,31.89392059,Punjab,,0,0,2073,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2755,72.63599222,31.93827741,Punjab,,0,0,506,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2756,72.63570775,31.93843212,Punjab,,0,0,558,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2757,72.63790552,31.93743777,Punjab,,0,0,264,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2758,72.6395705,31.81805787,Punjab,,0,0,816,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2759,72.63836091,31.81421183,Punjab,,0,0,816,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-276,73.32509736,30.74394228,Punjab,,0,0,816,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2760,72.68776512,30.03894445,Punjab,,0,0,816,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2761,72.68727105,30.03584526,Punjab,,0,0,558,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2762,72.68733093,30.05330252,Punjab,,0,0,2062,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2763,72.6855343,32.20452808,Punjab,,0,0,2062,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2764,72.68828165,32.37813499,Punjab,,0,0,2062,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2765,72.68565408,32.68856131,Punjab,,0,0,2062,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2766,72.67596799,30.74606231,Punjab,,0,0,816,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2767,72.67559295,30.7462779,Punjab,,0,0,816,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2768,72.67968028,30.71479195,Punjab,,0,0,563,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2769,72.67959045,30.71517965,Punjab,,0,0,1068,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-277,73.40180899,32.41788993,Punjab,,0,0,1142,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2770,72.68146074,31.40420402,Punjab,,0,0,364,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2771,72.68004165,31.42932826,Punjab,,0,0,364,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2772,72.68107267,32.01707962,Punjab,,0,0,2207,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2773,72.67973691,32.19943958,Punjab,,0,0,465,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2774,72.67504754,32.263757,Punjab,,0,0,9013,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2775,72.67127105,30.67681817,Punjab,,0,0,14867,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2776,72.67051747,31.00279183,Punjab,,0,0,913,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2777,72.6689005,31.07304009,Punjab,,0,0,757,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2778,72.6727798,30.94527601,Punjab,,0,0,757,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2779,72.66630313,30.73763859,Punjab,,0,0,1650,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-278,73.39817851,32.58426947,Punjab,,0,0,1650,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2780,72.66820603,30.7367143,Punjab,,0,0,584,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2781,72.66723862,30.98383738,Punjab,,0,0,45,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2782,72.6657564,31.00916987,Punjab,,0,0,67,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2783,72.66750811,31.00916987,Punjab,,0,0,67,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2784,72.66389107,32.37153634,Punjab,,0,0,4383,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2785,72.67213443,31.51164253,Punjab,,0,0,3233,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2786,72.67101154,31.43613913,Punjab,,0,0,802,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2787,72.66526232,31.57745909,Punjab,,0,0,2590,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2788,72.66753356,31.57709977,Punjab,,0,0,2590,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2789,72.59977514,29.99524141,Punjab,,0,0,3488,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-279,73.33283285,33.28527373,Punjab,,0,0,49,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2790,72.59402592,30.19206229,Punjab,,0,0,2894,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-2791,72.5956878,31.96407902,Punjab,,0,0,1963,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
