brickid,latitude,longitude,state,type,schools_1km,hospitals_1km,pop_1km,grids_pop,total_prod(kg_day),pm2.5(kg_day),pm10(kg_day,nox(kg_day),sox(kg_day,total_prod(kg/season),pm2.5(kg_s),pm10(kg_s),nox(kg_s),sox(kg_s)
BKP-3009,72.41445269,30.74088801,Punjab,,0,0,3889,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-301,73.37133813,33.40338971,Punjab,,0,0,8576,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3010,72.41793687,30.816077,Punjab,,0,0,6249,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3011,72.41621215,30.81579202,Punjab,,0,0,1732,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3012,72.40627803,29.60968449,Punjab,,0,0,1167,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3013,72.40879331,29.78719159,Punjab,,0,0,2643,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3014,72.40632294,29.75943365,Punjab,,0,0,2852,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3015,72.40416698,29.75467258,Punjab,,0,0,1950,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3016,72.41175775,29.81701566,Punjab,,0,0,9612,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3017,72.41112893,29.86893828,Punjab,,0,0,5821,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3018,72.40494852,29.74193447,Punjab,,0,0,5732,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3019,72.40776666,29.76122386,Punjab,,0,0,316,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-302,73.37090395,32.4681911,Punjab,,0,0,4241,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3020,72.41229674,30.02097814,Punjab,,0,0,705,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3021,72.41050011,30.1365464,Punjab,,0,0,866,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3022,67.97806652,26.5897394,Sindh,,0,0,1674,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3023,67.91407278,27.01373298,Sindh,,0,0,2267,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3024,67.91386862,27.01279792,Sindh,,0,0,2198,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3025,68.08960359,26.93081848,Sindh,,0,0,2212,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3026,67.99528049,26.6097606,Sindh,,0,0,918,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3027,68.0027365,26.5490794,Sindh,,0,0,5840,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3028,67.98800413,26.57517546,Sindh,,0,0,2575,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3029,68.0321713,26.60961088,Sindh,,0,0,3921,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-303,73.37265218,32.46730793,Punjab,,0,0,4823,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3030,67.73045714,26.77275991,Sindh,,0,0,5235,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3031,67.76531177,26.83335127,Sindh,,0,0,4888,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3032,69.43860365,25.59893133,Sindh,,0,0,3305,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3033,69.44004096,24.8460982,Sindh,,0,0,4000,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3034,69.43659929,24.84357169,Sindh,,0,0,3064,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3035,69.43357309,24.84286427,Sindh,,0,0,5782,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3036,69.43798708,25.12758325,Sindh,,0,0,6080,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3037,69.52803094,25.59969489,Sindh,,0,0,1136,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3038,69.52053001,25.5803362,Sindh,,0,0,4090,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3039,69.34166517,25.68025452,Sindh,,0,0,5149,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-304,73.36453437,32.66660258,Punjab,,0,0,3281,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3040,73.09151292,29.98083162,Punjab,,0,0,5581,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3041,73.08816747,30.63257907,Punjab,,0,0,5709,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3042,73.09065578,30.63199348,Punjab,,0,0,4516,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3043,73.09248725,30.62928961,Punjab,,0,0,5385,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3044,73.08553717,30.62850096,Punjab,,0,0,407,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3045,69.35892309,25.38854589,Sindh,,0,0,3442,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3046,73.10151417,31.10419666,Punjab,,0,0,238,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3047,73.11174748,31.65975226,Punjab,,0,0,9876,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3048,73.10624529,31.71219141,Punjab,,0,0,156,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3049,73.10727836,31.01273455,Punjab,,0,0,2937,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-305,73.37127705,32.66530932,Punjab,,0,0,1777,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3050,73.10821468,31.37165736,Punjab,,0,0,6339,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3051,73.10440674,31.37142749,Punjab,,0,0,3800,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3052,73.10581163,31.37115531,Punjab,,0,0,4008,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3053,73.10669702,31.04486764,Punjab,,0,0,508,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3054,73.10885041,32.89967439,Punjab,,0,0,2933,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3055,73.10966819,33.06977039,Punjab,,0,0,4504,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3056,73.11154535,33.06914157,Punjab,,0,0,1913,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3057,69.36314517,25.54992823,Sindh,,0,0,2131,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3058,73.0568679,30.73244615,Punjab,,0,0,943,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3059,73.12099658,31.4853077,Punjab,,0,0,981,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-306,73.38364505,31.32635179,Punjab,,1,0,1014,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3060,73.12134982,31.48266544,Punjab,,0,0,5957,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3061,73.12141399,31.00219509,Punjab,,0,0,1674,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3062,69.31355817,25.79795308,Sindh,,0,0,402,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3063,73.07192965,31.37523335,Punjab,,2,0,458,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3064,73.06901013,31.37271807,Punjab,,2,0,9669,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3065,73.07018139,31.50146392,Punjab,,0,0,1742,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3066,73.07089659,31.02417174,Punjab,,0,0,806,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3067,73.07096212,31.25578319,Punjab,,0,0,15905,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3068,73.06768775,31.27604217,Punjab,,0,0,9257,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3069,73.06705629,30.57685814,Punjab,,0,0,3970,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-307,73.38964879,31.33363387,Punjab,,0,0,3970,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3070,73.07342412,31.0881277,Punjab,,0,0,4326,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3071,73.07314238,31.08826653,Punjab,,0,0,4812,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3072,73.08172129,31.0722316,Punjab,,0,0,4812,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3073,73.0795855,33.02585927,Punjab,,0,0,2692,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3074,73.08237526,33.02580324,Punjab,,0,0,2972,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3075,73.07924194,33.02339935,Punjab,,0,0,2972,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3076,73.09246364,32.36368709,Punjab,,0,0,4289,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3077,73.0855279,32.52750236,Punjab,,0,0,4231,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3078,73.08975775,32.52704284,Punjab,,0,0,11593,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3079,73.08404293,33.29522756,Punjab,,0,0,2918,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-308,73.37744668,30.80122913,Punjab,,0,0,252,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3080,73.08387724,33.29542719,Punjab,,0,0,2644,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3081,73.08367512,33.29540473,Punjab,,0,0,4922,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3082,73.15914224,33.42325745,Punjab,,0,0,1747,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3083,73.16301882,33.3975806,Punjab,,0,0,320,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3084,73.15502381,32.88925393,Punjab,,0,0,5817,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3085,73.16032387,32.91530507,Punjab,,0,0,5291,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3086,73.15345176,32.13691488,Punjab,,0,0,6758,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3087,73.17051453,31.43221892,Punjab,,0,0,1512,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3088,73.17263079,30.3459437,Punjab,,0,0,1437,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3089,69.41245549,25.45654835,Sindh,,0,0,3157,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-309,73.37609921,30.83002162,Punjab,,0,0,1372,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3090,69.41145656,25.70928037,Sindh,,0,0,5707,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3091,73.18017664,32.9113974,Punjab,,0,0,5707,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3092,73.17900883,32.91090333,Punjab,,0,0,4965,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3093,73.17779611,32.90919653,Punjab,,0,0,2296,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3094,73.17638126,32.90629946,Punjab,,0,0,1847,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3095,73.17735752,33.09780575,Punjab,,0,0,3222,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3096,73.17777634,33.09428002,Punjab,,0,0,3065,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3097,73.1809364,33.08731037,Punjab,,0,0,608,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3098,73.11386975,30.31701794,Punjab,,0,0,1040,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3099,73.17873243,31.54250311,Punjab,,0,0,7139,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-31,69.04226695,25.50128445,Sindh,,0,0,2146,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-310,73.37645853,30.83018055,Punjab,,0,0,2941,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3100,73.17562062,31.34734261,Punjab,,0,0,2941,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3101,73.17975471,31.34630351,Punjab,,0,0,9521,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3102,73.18028181,31.33752273,Punjab,,0,0,3472,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3103,73.17946592,31.33654502,Punjab,,0,0,3682,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3104,73.18216577,32.2662402,Punjab,,0,0,8747,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3105,73.17909866,30.81248374,Punjab,,0,0,3521,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3106,73.17982276,30.80807655,Punjab,,0,0,115,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3107,73.1810534,32.39666274,Punjab,,0,0,44,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3108,73.17460709,32.39473137,Punjab,,0,0,3011,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3109,73.17899025,30.80413251,Punjab,,0,0,568,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-311,73.3742765,31.0047435,Punjab,,0,0,4049,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3110,73.17452624,30.7968291,Punjab,,0,0,6442,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3111,73.12088783,30.55102908,Punjab,,0,0,67,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3112,73.1172665,30.62099099,Punjab,,0,0,67,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3113,73.11989969,30.88529219,Punjab,,0,0,67,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3114,73.12816419,32.10580323,Punjab,,0,0,67,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3115,73.12515483,31.58013907,Punjab,,0,0,95,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3116,73.12838877,30.87684803,Punjab,,0,0,677,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3117,73.13037599,30.58903388,Punjab,,0,0,2551,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3118,73.12932481,32.5353195,Punjab,,0,0,5802,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3119,69.3683554,25.27504375,Sindh,,0,0,4240,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-312,73.37545755,32.58052222,Punjab,,0,0,128,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3120,69.37033169,25.26713858,Sindh,,0,0,4389,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3121,73.13603057,31.38466974,Punjab,,0,0,1774,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3122,73.13889906,31.41682535,Punjab,,0,3,3992,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3123,73.13310492,31.41170495,Punjab,,1,0,1008,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3124,73.14026674,31.36519018,Punjab,,0,0,3906,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3125,73.13823961,31.36410241,Punjab,,0,0,1908,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3126,73.13511292,31.61479026,Punjab,,0,0,3030,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3127,73.13724359,31.61140044,Punjab,,0,0,363,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3128,73.13655874,31.48734913,Punjab,,0,0,363,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3129,73.13368883,30.77641638,Punjab,,0,0,363,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-313,73.21907369,33.3695382,Punjab,,0,0,1699,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3130,73.13766387,30.77152955,Punjab,,0,0,3347,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3131,73.13861085,30.72293668,Punjab,,0,0,4018,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3132,73.13576877,30.71920406,Punjab,,0,0,262,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3133,69.38228218,24.84961177,Sindh,,0,0,9376,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3134,73.13975245,33.01888082,Punjab,,0,0,14245,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3135,73.1446879,32.18261535,Punjab,,0,0,3010,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3136,72.9666471,31.36490272,Punjab,,0,0,3097,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3137,72.97281553,31.49021984,Punjab,,0,0,3097,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3138,72.96569089,31.48979151,Punjab,,0,0,3097,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3139,72.97162501,31.47799907,Punjab,,0,0,3780,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-314,73.22028143,33.36832048,Punjab,,0,0,16399,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3140,72.96348837,31.47751908,Punjab,,0,0,50,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3141,72.97297677,31.47202337,Punjab,,0,0,50,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3142,73.14447503,30.74613674,Punjab,,0,0,1407,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3143,73.14442369,30.74479568,Punjab,,0,0,1407,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3144,73.14941625,31.49698444,Punjab,,0,0,3468,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3145,72.98057099,30.4468245,Punjab,,0,0,3850,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3146,72.98119981,30.44296175,Punjab,,0,0,2963,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3147,72.97603449,30.15684833,Punjab,,0,0,1973,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3148,72.97338174,31.47204043,Punjab,,0,0,1114,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3149,72.97901765,31.31800692,Punjab,,0,0,3451,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-315,73.21963065,33.36821767,Punjab,,0,0,4855,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3150,72.98110998,31.43272553,Punjab,,0,0,117,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3151,72.97660751,31.58066036,Punjab,,0,0,117,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3152,72.98202801,31.48165413,Punjab,,0,0,3457,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3153,72.97585483,31.48105489,Punjab,,0,0,1668,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3154,72.97468702,31.38044358,Punjab,,0,0,4561,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3155,72.97724722,31.38035375,Punjab,,0,0,11247,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3156,72.97688789,31.68245718,Punjab,,0,0,7775,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3157,72.97560779,31.67897621,Punjab,,0,0,210,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3158,72.97545059,31.46070805,Punjab,,0,0,2322,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3159,72.97473679,31.45999182,Punjab,,0,0,2361,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-316,73.22010676,33.36837039,Punjab,,0,0,4361,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3160,72.98390374,31.49068303,Punjab,,0,0,2038,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3161,72.98506729,31.48368601,Punjab,,0,0,2569,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3162,72.98533206,31.48388458,Punjab,,0,0,825,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3163,72.99045245,31.41682535,Punjab,,0,0,3284,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3164,72.98944572,31.59516416,Punjab,,0,0,1509,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3165,72.9847619,31.31340084,Punjab,,0,0,5802,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3166,72.93491957,31.46563057,Punjab,,0,0,1200,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3167,72.93404788,31.52766783,Punjab,,0,0,2664,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3168,72.99362106,32.9074244,Punjab,,0,0,4256,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3169,72.99382114,32.90762448,Punjab,,0,0,3500,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-317,73.22078049,33.36545086,Punjab,,0,0,1555,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-3170,72.93812559,31.05354665,Punjab,,0,0,4627,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
