OBJECTID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
2264,4.000000000000000,0.000277777777778,311,677,366,567.000000000000000,150.618723935638229,2268.000000000000000,4,311,1,25.0000000,311,1,25.0000000,605,677
2265,3.000000000000000,0.000208333333333,572,848,276,730.666666666666629,116.405421790491445,2192.000000000000000,3,572,1,33.3333015,572,1,33.3333015,772,848
2266,4.000000000000000,0.000277777777778,951,2289,1338,1601.250000000000000,631.718440050628828,6405.000000000000000,4,951,1,25.0000000,951,1,25.0000000,991,2289
2267,4.000000000000000,0.000277777777778,746,1987,1241,1173.000000000000000,479.544054284900938,4692.000000000000000,4,746,1,25.0000000,746,1,25.0000000,975,1987
2268,5.000000000000000,0.000347222222222,406,985,579,642.399999999999977,267.298035907486565,3212.000000000000000,5,406,1,20.0000000,406,1,20.0000000,452,985
2269,4.000000000000000,0.000277777777778,63,2111,2048,866.000000000000000,789.942719442365615,3464.000000000000000,4,63,1,25.0000000,63,1,25.0000000,326,2111
2270,4.000000000000000,0.000277777777778,1003,1347,344,1213.750000000000000,129.956483101075037,4855.000000000000000,4,1003,1,25.0000000,1003,1,25.0000000,1218,1347
2271,4.000000000000000,0.000277777777778,102,1614,1512,921.750000000000000,628.810136289166394,3687.000000000000000,4,102,1,25.0000000,102,1,25.0000000,526,1614
2272,4.000000000000000,0.000277777777778,500,3825,3325,1434.750000000000000,1382.596719039937625,5739.000000000000000,4,500,1,25.0000000,500,1,25.0000000,706,3825
2273,4.000000000000000,0.000277777777778,592,3827,3235,2070.750000000000000,1168.899134870070839,8283.000000000000000,4,592,1,25.0000000,592,1,25.0000000,1653,3827
2274,4.000000000000000,0.000277777777778,9,1745,1736,601.750000000000000,691.140135934819000,2407.000000000000000,4,9,1,25.0000000,9,1,25.0000000,102,1745
2275,4.000000000000000,0.000277777777778,4,551,547,274.500000000000000,265.637440885128228,1098.000000000000000,4,4,1,25.0000000,4,1,25.0000000,14,551
2276,5.000000000000000,0.000347222222222,283,2932,2649,1431.799999999999955,1079.036125437883584,7159.000000000000000,5,283,1,20.0000000,283,1,20.0000000,944,2932
2277,4.000000000000000,0.000277777777778,862,2410,1548,1522.500000000000000,633.943806657971891,6090.000000000000000,4,862,1,25.0000000,862,1,25.0000000,986,2410
2278,4.000000000000000,0.000277777777778,123,343,220,218.500000000000000,90.800605724851863,874.000000000000000,4,123,1,25.0000000,123,1,25.0000000,141,343
2279,4.000000000000000,0.000277777777778,141,343,202,252.750000000000000,72.264704386027901,1011.000000000000000,4,141,1,25.0000000,141,1,25.0000000,260,343
2280,4.000000000000000,0.000277777777778,663,828,165,736.750000000000000,60.499483468869386,2947.000000000000000,4,663,1,25.0000000,663,1,25.0000000,709,828
2281,4.000000000000000,0.000277777777778,82,704,622,322.250000000000000,259.282061662583999,1289.000000000000000,4,82,1,25.0000000,82,1,25.0000000,85,704
2282,4.000000000000000,0.000277777777778,21,2320,2299,964.250000000000000,857.448941628596344,3857.000000000000000,4,21,1,25.0000000,21,1,25.0000000,505,2320
2283,4.000000000000000,0.000277777777778,635,863,228,732.500000000000000,85.151335867383793,2930.000000000000000,4,635,1,25.0000000,635,1,25.0000000,685,863
2284,4.000000000000000,0.000277777777778,21,2320,2299,964.250000000000000,857.448941628596344,3857.000000000000000,4,21,1,25.0000000,21,1,25.0000000,505,2320
2285,4.000000000000000,0.000277777777778,95,1087,992,758.000000000000000,394.220116178766318,3032.000000000000000,4,95,1,25.0000000,95,1,25.0000000,830,1087
2286,4.000000000000000,0.000277777777778,95,1087,992,758.000000000000000,394.220116178766318,3032.000000000000000,4,95,1,25.0000000,95,1,25.0000000,830,1087
2287,5.000000000000000,0.000347222222222,788,4900,4112,2143.800000000000182,1698.621841376119846,10719.000000000000000,4,788,2,40.0000000,866,1,20.0000000,866,4900
2288,5.000000000000000,0.000347222222222,192,1208,1016,694.000000000000000,333.943108927254286,3470.000000000000000,5,192,1,20.0000000,192,1,20.0000000,664,1208
2289,4.000000000000000,0.000277777777778,615,967,352,822.000000000000000,143.174718438696431,3288.000000000000000,4,615,1,25.0000000,615,1,25.0000000,763,967
2290,4.000000000000000,0.000277777777778,5,2745,2740,745.000000000000000,1155.937065760934956,2980.000000000000000,4,5,1,25.0000000,5,1,25.0000000,74,2745
2291,3.000000000000000,0.000208333333333,198,1205,1007,847.333333333333371,459.937918516063291,2542.000000000000000,3,198,1,33.3333015,198,1,33.3333015,1139,1205
2292,4.000000000000000,0.000277777777778,303,922,619,616.750000000000000,299.938639558160276,2467.000000000000000,4,303,1,25.0000000,303,1,25.0000000,331,922
2293,4.000000000000000,0.000277777777778,6,327,321,151.250000000000000,145.523838253394075,605.000000000000000,4,6,1,25.0000000,6,1,25.0000000,9,327
2294,4.000000000000000,0.000277777777778,19,2249,2230,591.500000000000000,957.062563263238303,2366.000000000000000,4,19,1,25.0000000,19,1,25.0000000,39,2249
2295,4.000000000000000,0.000277777777778,189,991,802,647.250000000000000,297.538547922785938,2589.000000000000000,4,189,1,25.0000000,189,1,25.0000000,606,991
2296,4.000000000000000,0.000277777777778,431,2864,2433,1536.250000000000000,887.369814395328603,6145.000000000000000,4,431,1,25.0000000,431,1,25.0000000,1160,2864
2297,4.000000000000000,0.000277777777778,111,1596,1485,510.250000000000000,627.944414339358559,2041.000000000000000,4,111,1,25.0000000,111,1,25.0000000,126,1596
2298,4.000000000000000,0.000277777777778,278,2219,1941,953.250000000000000,787.662483237585661,3813.000000000000000,4,278,1,25.0000000,278,1,25.0000000,305,2219
2299,4.000000000000000,0.000277777777778,962,3416,2454,1616.250000000000000,1039.701008703944581,6465.000000000000000,4,962,1,25.0000000,962,1,25.0000000,1025,3416
2300,4.000000000000000,0.000277777777778,85,966,881,605.250000000000000,370.027955025022379,2421.000000000000000,4,85,1,25.0000000,85,1,25.0000000,426,966
2301,3.000000000000000,0.000208333333333,396,1041,645,707.333333333333258,263.793269225901440,2122.000000000000000,3,396,1,33.3333015,396,1,33.3333015,685,1041
2302,4.000000000000000,0.000277777777778,427,1301,874,882.000000000000000,320.763152497290434,3528.000000000000000,4,427,1,25.0000000,427,1,25.0000000,781,1301
2303,4.000000000000000,0.000277777777778,40,1301,1261,696.750000000000000,493.216167111338677,2787.000000000000000,4,40,1,25.0000000,40,1,25.0000000,427,1301
2304,3.000000000000000,0.000208333333333,670,1906,1236,1245.666666666666515,508.134059301501907,3737.000000000000000,3,670,1,33.3333015,670,1,33.3333015,1161,1906
2305,3.000000000000000,0.000208333333333,603,1906,1303,1223.333333333333485,533.770445874337383,3670.000000000000000,3,603,1,33.3333015,603,1,33.3333015,1161,1906
2306,5.000000000000000,0.000347222222222,352,1056,704,795.000000000000000,262.291440958335500,3975.000000000000000,5,352,1,20.0000000,352,1,20.0000000,898,1056
2307,4.000000000000000,0.000277777777778,295,2414,2119,1369.500000000000000,921.496744432664855,5478.000000000000000,4,295,1,25.0000000,295,1,25.0000000,626,2414
2308,4.000000000000000,0.000277777777778,719,1472,753,971.750000000000000,301.168868743102337,3887.000000000000000,4,719,1,25.0000000,719,1,25.0000000,753,1472
2309,4.000000000000000,0.000277777777778,1108,4015,2907,2146.250000000000000,1122.281465364192854,8585.000000000000000,4,1108,1,25.0000000,1108,1,25.0000000,1483,4015
2310,4.000000000000000,0.000277777777778,1108,4015,2907,2146.250000000000000,1122.281465364192854,8585.000000000000000,4,1108,1,25.0000000,1108,1,25.0000000,1483,4015
2311,4.000000000000000,0.000277777777778,657,1963,1306,1104.500000000000000,517.606752274349674,4418.000000000000000,4,657,1,25.0000000,657,1,25.0000000,741,1963
2312,4.000000000000000,0.000277777777778,706,1950,1244,1154.500000000000000,479.627198978539980,4618.000000000000000,4,706,1,25.0000000,706,1,25.0000000,867,1950
2313,4.000000000000000,0.000277777777778,609,1950,1341,1090.000000000000000,528.782091224731289,4360.000000000000000,4,609,1,25.0000000,609,1,25.0000000,706,1950
2314,5.000000000000000,0.000347222222222,5,274,269,162.599999999999994,127.521919684421320,813.000000000000000,4,263,2,40.0000000,5,1,20.0000000,263,274
2315,4.000000000000000,0.000277777777778,0,541,541,241.250000000000000,244.770683497840508,965.000000000000000,3,0,2,50.0000000,424,1,25.0000000,0,541
2316,5.000000000000000,0.000347222222222,133,1383,1250,859.600000000000023,493.761723911442971,4298.000000000000000,5,133,1,20.0000000,133,1,20.0000000,1144,1383
2317,5.000000000000000,0.000347222222222,133,1383,1250,859.600000000000023,493.761723911442971,4298.000000000000000,5,133,1,20.0000000,133,1,20.0000000,1144,1383
2318,4.000000000000000,0.000277777777778,295,3654,3359,1813.000000000000000,1360.160836077851400,7252.000000000000000,4,295,1,25.0000000,295,1,25.0000000,742,3654
2319,4.000000000000000,0.000277777777778,355,1214,859,801.500000000000000,343.766272342124921,3206.000000000000000,4,355,1,25.0000000,355,1,25.0000000,592,1214
2320,4.000000000000000,0.000277777777778,795,1398,603,1114.750000000000000,267.062141644973735,4459.000000000000000,4,795,1,25.0000000,795,1,25.0000000,907,1398
2321,4.000000000000000,0.000277777777778,427,1745,1318,990.500000000000000,572.679011314366221,3962.000000000000000,4,427,1,25.0000000,427,1,25.0000000,444,1745
2322,4.000000000000000,0.000277777777778,245,1845,1600,930.750000000000000,612.102268824417934,3723.000000000000000,4,245,1,25.0000000,245,1,25.0000000,528,1845
2323,4.000000000000000,0.000277777777778,403,3582,3179,1252.500000000000000,1345.782764787839142,5010.000000000000000,4,403,1,25.0000000,403,1,25.0000000,489,3582
2324,4.000000000000000,0.000277777777778,6,663,657,319.750000000000000,274.951245678211080,1279.000000000000000,4,6,1,25.0000000,6,1,25.0000000,98,663
2325,3.000000000000000,0.000208333333333,1020,1318,298,1128.000000000000000,134.768938063140752,3384.000000000000000,3,1020,1,33.3333015,1020,1,33.3333015,1046,1318
2326,4.000000000000000,0.000277777777778,79,2378,2299,1231.750000000000000,940.105147044733599,4927.000000000000000,4,79,1,25.0000000,79,1,25.0000000,567,2378
2327,4.000000000000000,0.000277777777778,281,850,569,687.000000000000000,235.181844537370722,2748.000000000000000,4,281,1,25.0000000,281,1,25.0000000,796,850
2328,4.000000000000000,0.000277777777778,1484,2091,607,1874.500000000000000,247.740287397911942,7498.000000000000000,4,1484,1,25.0000000,1484,1,25.0000000,1837,2091
2329,4.000000000000000,0.000277777777778,1484,2091,607,1874.500000000000000,247.740287397911942,7498.000000000000000,4,1484,1,25.0000000,1484,1,25.0000000,1837,2091
2330,4.000000000000000,0.000277777777778,616,2274,1658,1340.750000000000000,672.600689488198441,5363.000000000000000,4,616,1,25.0000000,616,1,25.0000000,794,2274
2331,4.000000000000000,0.000277777777778,908,2778,1870,1637.250000000000000,732.162336848871291,6549.000000000000000,4,908,1,25.0000000,908,1,25.0000000,1095,2778
2332,4.000000000000000,0.000277777777778,211,3654,3443,1680.250000000000000,1478.937350769125715,6721.000000000000000,4,211,1,25.0000000,211,1,25.0000000,295,3654
2333,4.000000000000000,0.000277777777778,365,1835,1470,1389.500000000000000,604.671191640547704,5558.000000000000000,4,365,1,25.0000000,365,1,25.0000000,1526,1835
2334,4.000000000000000,0.000277777777778,1200,3812,2612,2316.750000000000000,1009.424929105676483,9267.000000000000000,4,1200,1,25.0000000,1200,1,25.0000000,1617,3812
2335,4.000000000000000,0.000277777777778,1200,3812,2612,2316.750000000000000,1009.424929105676483,9267.000000000000000,4,1200,1,25.0000000,1200,1,25.0000000,1617,3812
2336,4.000000000000000,0.000277777777778,430,930,500,718.250000000000000,218.550194463422969,2873.000000000000000,3,930,2,50.0000000,430,1,25.0000000,583,930
2337,3.000000000000000,0.000208333333333,26,767,741,460.000000000000000,315.559820002483832,1380.000000000000000,3,26,1,33.3333015,26,1,33.3333015,587,767
2338,4.000000000000000,0.000277777777778,61,964,903,487.999999999999943,426.062788799960799,1952.000000000000000,4,61,1,25.0000000,61,1,25.0000000,66,964
2339,5.000000000000000,0.000347222222222,329,2320,1991,1004.799999999999955,701.078141151184468,5024.000000000000000,5,329,1,20.0000000,329,1,20.0000000,859,2320
2340,3.000000000000000,0.000208333333333,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,3,100.0000000,0,3,100.0000000,0,0
2341,4.000000000000000,0.000277777777778,1008,10385,9377,4453.500000000000000,3541.742544285227723,17814.000000000000000,4,1008,1,25.0000000,1008,1,25.0000000,3085,10385
2342,4.000000000000000,0.000277777777778,638,5023,4385,1854.500000000000000,1832.873495361859568,7418.000000000000000,4,638,1,25.0000000,638,1,25.0000000,797,5023
2343,4.000000000000000,0.000277777777778,47,482,435,239.500000000000000,174.626028987662664,958.000000000000000,4,47,1,25.0000000,47,1,25.0000000,103,482
2344,4.000000000000000,0.000277777777778,387,1266,879,760.500000000000000,329.301153960929810,3042.000000000000000,4,387,1,25.0000000,387,1,25.0000000,572,1266
2345,4.000000000000000,0.000277777777778,24,931,907,260.250000000000000,387.544432936405428,1041.000000000000000,4,24,1,25.0000000,24,1,25.0000000,25,931
2346,4.000000000000000,0.000277777777778,866,4856,3990,2664.500000000000000,1764.090913190133733,10658.000000000000000,4,866,1,25.0000000,866,1,25.0000000,996,4856
2347,4.000000000000000,0.000277777777778,488,1484,996,1104.500000000000000,385.243105064840847,4418.000000000000000,4,488,1,25.0000000,488,1,25.0000000,1079,1484
2348,3.000000000000000,0.000208333333333,1079,1484,405,1310.000000000000000,170.182255244194010,3930.000000000000000,3,1079,1,33.3333015,1079,1,33.3333015,1367,1484
2349,4.000000000000000,0.000277777777778,488,1484,996,1104.500000000000000,385.243105064840847,4418.000000000000000,4,488,1,25.0000000,488,1,25.0000000,1079,1484
2350,4.000000000000000,0.000277777777778,488,1484,996,1104.500000000000000,385.243105064840847,4418.000000000000000,4,488,1,25.0000000,488,1,25.0000000,1079,1484
2351,4.000000000000000,0.000277777777778,488,1484,996,1104.500000000000000,385.243105064840847,4418.000000000000000,4,488,1,25.0000000,488,1,25.0000000,1079,1484
2352,4.000000000000000,0.000277777777778,251,1207,956,796.500000000000000,347.538127404749673,3186.000000000000000,4,251,1,25.0000000,251,1,25.0000000,801,1207
2353,4.000000000000000,0.000277777777778,801,3356,2555,1622.250000000000000,1026.025188530963987,6489.000000000000000,4,801,1,25.0000000,801,1,25.0000000,927,3356
2354,4.000000000000000,0.000277777777778,500,4129,3629,1821.000000000000000,1468.523918770137016,7284.000000000000000,4,500,1,25.0000000,500,1,25.0000000,597,4129
2355,5.000000000000000,0.000347222222222,258,901,643,541.399999999999977,234.091947747033771,2707.000000000000000,5,258,1,20.0000000,258,1,20.0000000,616,901
2356,4.000000000000000,0.000277777777778,824,1933,1109,1318.500000000000000,422.191011273333459,5274.000000000000000,4,824,1,25.0000000,824,1,25.0000000,1054,1933
2357,4.000000000000000,0.000277777777778,616,2274,1658,1340.750000000000000,672.600689488198441,5363.000000000000000,4,616,1,25.0000000,616,1,25.0000000,794,2274
2358,4.000000000000000,0.000277777777778,794,3612,2818,1901.750000000000000,1144.636705465974501,7607.000000000000000,4,794,1,25.0000000,794,1,25.0000000,927,3612
2359,5.000000000000000,0.000347222222222,270,1344,1074,994.000000000000000,418.547966187867189,4970.000000000000000,5,270,1,20.0000000,270,1,20.0000000,1244,1344
2360,4.000000000000000,0.000277777777778,140,624,484,471.250000000000000,193.594130851118535,1885.000000000000000,4,140,1,25.0000000,140,1,25.0000000,539,624
2361,3.000000000000000,0.000208333333333,686,871,185,765.666666666666629,77.675965108620019,2297.000000000000000,3,686,1,33.3333015,686,1,33.3333015,740,871
2362,4.000000000000000,0.000277777777778,26534,77116,50582,45360.500000000000000,19297.060430283156165,181442.000000000000000,4,26534,1,25.0000000,26534,1,25.0000000,34255,77116
2363,4.000000000000000,0.000277777777778,281,821,540,657.500000000000000,219.782278630466493,2630.000000000000000,4,281,1,25.0000000,281,1,25.0000000,732,821
2364,4.000000000000000,0.000277777777778,579,1826,1247,1146.000000000000000,457.547265318021516,4584.000000000000000,4,579,1,25.0000000,579,1,25.0000000,936,1826
2365,4.000000000000000,0.000277777777778,820,1157,337,988.750000000000000,159.989648102619441,3955.000000000000000,4,820,1,25.0000000,820,1,25.0000000,838,1157
2366,3.000000000000000,0.000208333333333,969,1259,290,1065.666666666666742,136.707311029399193,3197.000000000000000,2,969,2,66.6667023,1259,1,33.3333015,969,1259
2367,4.000000000000000,0.000277777777778,17,868,851,440.000000000000000,386.244093805976547,1760.000000000000000,4,17,1,25.0000000,17,1,25.0000000,95,868
2368,4.000000000000000,0.000277777777778,73,875,802,587.500000000000000,325.949766068331428,2350.000000000000000,4,73,1,25.0000000,73,1,25.0000000,540,875
2369,4.000000000000000,0.000277777777778,6,852,846,309.500000000000000,339.108758365218307,1238.000000000000000,4,6,1,25.0000000,6,1,25.0000000,40,852
2370,4.000000000000000,0.000277777777778,513,2151,1638,1024.500000000000000,661.721051501310512,4098.000000000000000,4,513,1,25.0000000,513,1,25.0000000,591,2151
2371,3.000000000000000,0.000208333333333,562,2151,1589,1101.333333333333485,742.320835099097962,3304.000000000000000,3,562,1,33.3333015,562,1,33.3333015,591,2151
2372,4.000000000000000,0.000277777777778,686,1832,1146,1459.000000000000000,461.528980671853390,5836.000000000000000,4,686,1,25.0000000,686,1,25.0000000,1526,1832
2373,5.000000000000000,0.000347222222222,384,1792,1408,1006.799999999999955,549.013078168453148,5034.000000000000000,5,384,1,20.0000000,384,1,20.0000000,686,1792
2374,4.000000000000000,0.000277777777778,411,2229,1818,1168.000000000000000,692.220340643064333,4672.000000000000000,4,411,1,25.0000000,411,1,25.0000000,723,2229
2375,4.000000000000000,0.000277777777778,723,2955,2232,1715.250000000000000,917.194192905733530,6861.000000000000000,4,723,1,25.0000000,723,1,25.0000000,954,2955
2376,4.000000000000000,0.000277777777778,445,1715,1270,1024.000000000000000,515.411486096303406,4096.000000000000000,4,445,1,25.0000000,445,1,25.0000000,619,1715
2377,4.000000000000000,0.000277777777778,61,938,877,431.250000000000000,322.243987531187258,1725.000000000000000,4,61,1,25.0000000,61,1,25.0000000,285,938
2378,4.000000000000000,0.000277777777778,0,1596,1596,738.500000000000000,743.278379881992805,2954.000000000000000,3,0,2,50.0000000,1358,1,25.0000000,0,1596
2379,4.000000000000000,0.000277777777778,0,2009,2009,1181.250000000000000,751.047726512769600,4725.000000000000000,4,0,1,25.0000000,0,1,25.0000000,1120,2009
2380,4.000000000000000,0.000277777777778,52,1898,1846,981.250000000000000,671.054161375965236,3925.000000000000000,4,52,1,25.0000000,52,1,25.0000000,767,1898
2381,4.000000000000000,0.000277777777778,52,1898,1846,981.250000000000000,671.054161375965236,3925.000000000000000,4,52,1,25.0000000,52,1,25.0000000,767,1898
2382,4.000000000000000,0.000277777777778,52,1898,1846,981.250000000000000,671.054161375965236,3925.000000000000000,4,52,1,25.0000000,52,1,25.0000000,767,1898
2383,4.000000000000000,0.000277777777778,483,1393,910,998.000000000000000,328.689823389772755,3992.000000000000000,4,483,1,25.0000000,483,1,25.0000000,1015,1393
2384,4.000000000000000,0.000277777777778,654,1772,1118,1251.500000000000000,397.787317545444125,5006.000000000000000,4,654,1,25.0000000,654,1,25.0000000,1258,1772
2385,4.000000000000000,0.000277777777778,518,9029,8511,3257.500000000000000,3381.825135928822874,13030.000000000000000,4,518,1,25.0000000,518,1,25.0000000,1332,9029
2386,4.000000000000000,0.000277777777778,23,3897,3874,1430.250000000000000,1489.427973250133391,5721.000000000000000,4,23,1,25.0000000,23,1,25.0000000,549,3897
2387,4.000000000000000,0.000277777777778,135,2343,2208,936.750000000000000,839.245606184506642,3747.000000000000000,4,135,1,25.0000000,135,1,25.0000000,550,2343
2388,4.000000000000000,0.000277777777778,12,4415,4403,1320.750000000000000,1797.367015247581548,5283.000000000000000,4,12,1,25.0000000,12,1,25.0000000,285,4415
2389,4.000000000000000,0.000277777777778,270,1338,1068,793.250000000000000,499.184021679380294,3173.000000000000000,4,270,1,25.0000000,270,1,25.0000000,321,1338
2390,4.000000000000000,0.000277777777778,651,1294,643,1030.750000000000000,259.010979497008975,4123.000000000000000,4,651,1,25.0000000,651,1,25.0000000,934,1294
2391,4.000000000000000,0.000277777777778,315,2989,2674,1145.500000000000000,1093.036481550364442,4582.000000000000000,4,315,1,25.0000000,315,1,25.0000000,341,2989
2392,4.000000000000000,0.000277777777778,140,977,837,595.250000000000000,305.362387173011200,2381.000000000000000,4,140,1,25.0000000,140,1,25.0000000,539,977
2393,3.000000000000000,0.000208333333333,82,3014,2932,1406.333333333333485,1213.634852645372803,4219.000000000000000,3,82,1,33.3333015,82,1,33.3333015,1123,3014
2394,3.000000000000000,0.000208333333333,75,2577,2502,938.333333333333371,1159.269118405596600,2815.000000000000000,3,75,1,33.3333015,75,1,33.3333015,163,2577
2395,4.000000000000000,0.000277777777778,75,2577,2502,735.500000000000000,1063.650671038193877,2942.000000000000000,4,75,1,25.0000000,75,1,25.0000000,127,2577
2396,3.000000000000000,0.000208333333333,699,2478,1779,1617.000000000000000,727.391228982038228,4851.000000000000000,3,699,1,33.3333015,699,1,33.3333015,1674,2478
2397,5.000000000000000,0.000347222222222,45,2957,2912,635.199999999999932,1160.944167477489145,3176.000000000000000,5,45,1,20.0000000,45,1,20.0000000,51,2957
2398,4.000000000000000,0.000277777777778,1075,2433,1358,1790.750000000000000,491.815196491527672,7163.000000000000000,4,1075,1,25.0000000,1075,1,25.0000000,1686,2433
2399,4.000000000000000,0.000277777777778,31,3886,3855,2086.750000000000000,1534.684556350261801,8347.000000000000000,4,31,1,25.0000000,31,1,25.0000000,1234,3886
2400,4.000000000000000,0.000277777777778,31,3886,3855,2086.750000000000000,1534.684556350261801,8347.000000000000000,4,31,1,25.0000000,31,1,25.0000000,1234,3886
2401,4.000000000000000,0.000277777777778,1047,2651,1604,1910.000000000000000,730.298226753974859,7640.000000000000000,4,1047,1,25.0000000,1047,1,25.0000000,1326,2651
2402,4.000000000000000,0.000277777777778,781,1406,625,1073.250000000000000,221.951993683318818,4293.000000000000000,4,781,1,25.0000000,781,1,25.0000000,1046,1406
2403,4.000000000000000,0.000277777777778,830,3908,3078,1823.250000000000000,1242.106954935846034,7293.000000000000000,4,830,1,25.0000000,830,1,25.0000000,929,3908
2404,4.000000000000000,0.000277777777778,328,1227,899,731.500000000000000,338.328612446538443,2926.000000000000000,4,328,1,25.0000000,328,1,25.0000000,535,1227
2405,4.000000000000000,0.000277777777778,339,1363,1024,848.500000000000000,366.331475579153562,3394.000000000000000,4,339,1,25.0000000,339,1,25.0000000,767,1363
2406,4.000000000000000,0.000277777777778,321,879,558,629.250000000000000,202.864948919225583,2517.000000000000000,4,321,1,25.0000000,321,1,25.0000000,606,879
2407,4.000000000000000,0.000277777777778,615,967,352,769.250000000000000,153.581208160373592,3077.000000000000000,4,615,1,25.0000000,615,1,25.0000000,624,967
2408,4.000000000000000,0.000277777777778,7,61,54,31.749999999999996,24.076700355322778,127.000000000000000,4,7,1,25.0000000,7,1,25.0000000,9,61
2409,4.000000000000000,0.000277777777778,423,1871,1448,1282.000000000000000,535.980410089771794,5128.000000000000000,4,423,1,25.0000000,423,1,25.0000000,1299,1871
2410,5.000000000000000,0.000347222222222,27,2274,2247,841.000000000000000,770.726670097772057,4205.000000000000000,5,27,1,20.0000000,27,1,20.0000000,509,2274
2411,4.000000000000000,0.000277777777778,347,689,342,542.000000000000000,128.050771180809363,2168.000000000000000,4,347,1,25.0000000,347,1,25.0000000,517,689
2412,4.000000000000000,0.000277777777778,379,1598,1219,900.250000000000000,440.108154321184998,3601.000000000000000,4,379,1,25.0000000,379,1,25.0000000,794,1598
2413,5.000000000000000,0.000347222222222,33,454,421,279.199999999999989,146.308441314915257,1396.000000000000000,5,33,1,20.0000000,33,1,20.0000000,287,454
2414,4.000000000000000,0.000277777777778,20,1184,1164,717.750000000000000,440.551004425140320,2871.000000000000000,4,20,1,25.0000000,20,1,25.0000000,683,1184
2415,5.000000000000000,0.000347222222222,1,1184,1183,440.600000000000023,446.615987174664383,2203.000000000000000,5,1,1,20.0000000,1,1,20.0000000,315,1184
2416,4.000000000000000,0.000277777777778,518,2387,1869,1438.750000000000000,836.882421550363347,5755.000000000000000,4,518,1,25.0000000,518,1,25.0000000,699,2387
2417,4.000000000000000,0.000277777777778,764,1047,283,938.250000000000000,106.045685909423014,3753.000000000000000,4,764,1,25.0000000,764,1,25.0000000,953,1047
2418,4.000000000000000,0.000277777777778,809,4410,3601,1850.000000000000000,1486.445929053593318,7400.000000000000000,4,809,1,25.0000000,809,1,25.0000000,937,4410
2419,4.000000000000000,0.000277777777778,678,1265,587,959.500000000000000,223.350061562561450,3838.000000000000000,4,678,1,25.0000000,678,1,25.0000000,832,1265
2420,4.000000000000000,0.000277777777778,679,4364,3685,1627.000000000000000,1580.631044867840046,6508.000000000000000,4,679,1,25.0000000,679,1,25.0000000,691,4364
2421,4.000000000000000,0.000277777777778,0,1696,1696,789.000000000000000,610.600524074455734,3156.000000000000000,4,0,1,25.0000000,0,1,25.0000000,590,1696
2422,4.000000000000000,0.000277777777778,4,529,525,221.250000000000000,207.637153467292563,885.000000000000000,4,4,1,25.0000000,4,1,25.0000000,61,529
2423,5.000000000000000,0.000347222222222,553,1196,643,855.200000000000045,206.774659956194824,4276.000000000000000,5,553,1,20.0000000,553,1,20.0000000,850,1196
2424,4.000000000000000,0.000277777777778,420,1617,1197,828.500000000000000,464.695868283762593,3314.000000000000000,4,420,1,25.0000000,420,1,25.0000000,600,1617
2425,4.000000000000000,0.000277777777778,74,258,184,158.250000000000000,67.098342006341710,633.000000000000000,4,74,1,25.0000000,74,1,25.0000000,130,258
2426,4.000000000000000,0.000277777777778,74,1183,1109,421.499999999999943,444.443753471685113,1686.000000000000000,4,74,1,25.0000000,74,1,25.0000000,171,1183
2427,4.000000000000000,0.000277777777778,12,3052,3040,1147.000000000000000,1256.466075944750628,4588.000000000000000,4,12,1,25.0000000,12,1,25.0000000,20,3052
2428,4.000000000000000,0.000277777777778,12,3052,3040,1147.000000000000000,1256.466075944750628,4588.000000000000000,4,12,1,25.0000000,12,1,25.0000000,20,3052
2429,4.000000000000000,0.000277777777778,324,977,653,632.750000000000000,237.706094789342757,2531.000000000000000,4,324,1,25.0000000,324,1,25.0000000,539,977
2430,4.000000000000000,0.000277777777778,94,852,758,300.250000000000000,319.355894731880596,1201.000000000000000,4,94,1,25.0000000,94,1,25.0000000,102,852
2431,4.000000000000000,0.000277777777778,295,700,405,521.250000000000000,145.255593696077682,2085.000000000000000,4,295,1,25.0000000,295,1,25.0000000,537,700
2432,5.000000000000000,0.000347222222222,207,1621,1414,813.200000000000045,613.775985193295014,4066.000000000000000,5,207,1,20.0000000,207,1,20.0000000,528,1621
2433,4.000000000000000,0.000277777777778,315,1243,928,809.500000000000000,333.314791150947883,3238.000000000000000,4,315,1,25.0000000,315,1,25.0000000,769,1243
2434,4.000000000000000,0.000277777777778,332,1534,1202,972.250000000000000,530.869275339984256,3889.000000000000000,4,332,1,25.0000000,332,1,25.0000000,565,1534
2435,4.000000000000000,0.000277777777778,64,1104,1040,600.750000000000000,503.807192783112271,2403.000000000000000,3,1104,2,50.0000000,64,1,25.0000000,131,1104
2436,4.000000000000000,0.000277777777778,0,33,33,11.000000000000000,12.942179105544785,44.000000000000000,4,0,1,25.0000000,0,1,25.0000000,4,33
2437,4.000000000000000,0.000277777777778,0,33,33,11.000000000000000,12.942179105544785,44.000000000000000,4,0,1,25.0000000,0,1,25.0000000,4,33
2438,4.000000000000000,0.000277777777778,0,33,33,11.000000000000000,12.942179105544785,44.000000000000000,4,0,1,25.0000000,0,1,25.0000000,4,33
