brickid,type,longitude,latitude
BKI-24827,zigzag,86.00136359,25.35207989
BKI-24828,fcbk,85.6259581,25.26968095
BKI-24829,fcbk,85.64693579,25.33257226
BKI-24848,zigzag,76.27593051,29.21355922
BKI-24849,fcbk,76.31372688,29.45488636
BKI-24850,fcbk,76.22817883,29.347154
BKI-24851,fcbk,76.38236569,29.24021129
BKI-24867,fcbk,81.93258893,26.42130027
BKI-24876,fcbk,81.86251329,26.42929566
BKI-24877,zigzag,81.84919882,26.69155007
BKI-24878,fcbk,81.77967429,26.78310938
BKI-24879,fcbk,81.70949191,26.50304399
BKI-24880,fcbk,81.57660269,26.42866398
BKI-24890,fcbk,81.55041056,26.70354577
BKI-24891,zigzag,81.62390512,26.4995616
BKI-24896,fcbk,81.6180495,26.73430067
BKI-24897,fcbk,81.60039892,26.39322835
BKI-24898,fcbk,81.57288402,26.78474826
BKI-24899,fcbk,81.77416181,26.61653422
BKI-24900,fcbk,81.84737202,26.44681726
BKI-24906,fcbk,81.6705836,26.50872431
BKI-24914,fcbk,78.8262883,27.70679656
BKI-24915,fcbk,78.63933789,27.63755425
BKI-24916,fcbk,78.81342134,27.59589281
BKI-24917,zigzag,81.6312803,26.56747429
BKI-24918,fcbk,81.57772239,26.4042634
BKI-24919,fcbk,81.55556412,26.40416465
BKI-24920,fcbk,81.58457783,26.78702595
BKI-24921,fcbk,81.58142317,26.7267413
BKI-24922,fcbk,81.85864747,26.42534571
BKI-24923,fcbk,81.62452246,26.77021329
BKI-24924,fcbk,81.64287,26.40619593
BKI-24925,fcbk,81.85290721,26.42454911
BKI-24926,fcbk,81.87304569,26.42005442
BKI-24927,fcbk,81.88838288,26.42720864
BKI-24928,fcbk,81.62738702,26.65487478
BKI-24929,fcbk,81.77385033,26.51686022
BKI-24933,fcbk,76.27684778,28.8169141
BKI-24934,fcbk,76.43158578,29.1328498
BKI-24935,fcbk,76.17723587,29.14637196
BKI-24936,zigzag,76.19202219,28.70501136
BKI-24939,zigzag,76.35162016,28.73189335
BKI-24940,fcbk,82.68329527,25.16116561
BKI-24941,zigzag,82.70868461,25.15293347
BKI-24953,fcbk,84.44464296,26.17207437
BKI-24954,zigzag,84.61286234,26.30988574
BKI-24955,fcbk,84.2504045,26.38581937
BKI-24956,zigzag,76.18979785,28.72826233
BKI-24971,fcbk,84.56890599,26.14147563
BKI-24972,fcbk,84.22338251,26.16680908
BKI-24973,zigzag,84.27616462,26.05412913
BKI-24974,fcbk,84.43351343,26.38594654
BKI-24975,fcbk,84.57106396,26.12877718
BKI-24976,fcbk,84.4417131,26.13266792
BKI-24977,zigzag,84.3038515,26.25601717
BKI-24979,zigzag,84.45274322,26.18852911
BKI-24980,zigzag,84.31841245,26.07317876
BKI-24983,zigzag,84.45130795,26.14658784
BKI-24984,fcbk,84.40215938,26.38353436
BKI-24985,fcbk,84.38904509,26.09971546
BKI-24993,zigzag,84.49272489,26.13380902
BKI-24994,zigzag,84.32492843,26.10070136
BKI-24995,fcbk,84.36033746,26.38073892
BKI-24996,fcbk,84.48438749,26.37573468
BKI-24998,zigzag,84.51214111,26.08830526
BKI-25000,fcbk,84.28723868,26.20342138
BKI-25001,fcbk,76.42495238,28.70268458
BKI-25002,zigzag,76.20152682,28.77335674
BKI-25003,zigzag,76.20067932,28.77337213
BKI-25004,zigzag,84.50271915,26.26140719
BKI-25005,zigzag,84.39667625,26.04759913
BKI-25007,zigzag,84.32546161,26.09996757
BKI-25008,zigzag,84.47552521,26.33679994
BKI-25009,fcbk,84.33287099,26.3419601
BKI-25023,fcbk,84.65401818,26.18930128
BKI-25024,fcbk,84.36187913,26.14708084
BKI-25034,fcbk,76.30262218,28.71760148
BKI-25035,zigzag,76.29348192,28.73275677
BKI-25036,zigzag,76.41321675,28.72490382
BKI-25037,fcbk,76.4413785,28.60648952
BKI-25038,fcbk,84.63256043,26.23646353
BKI-25039,zigzag,84.49860078,26.15829999
BKI-25040,fcbk,84.4263077,26.24547071
BKI-25041,fcbk,84.38205306,26.06504305
BKI-25042,fcbk,84.6686172,26.04212538
BKI-25043,fcbk,85.35443857,26.62465263
BKI-25044,zigzag,85.37636837,26.50173395
BKI-25045,zigzag,85.38143514,26.65705793
BKI-25062,fcbk,87.52960488,24.02616056
BKI-25078,fcbk,87.42993204,23.964137
BKI-25079,fcbk,76.81688069,28.59017791
BKI-25080,fcbk,76.75077719,28.59158903
BKI-25082,fcbk,85.652747,26.8128417
BKI-25084,fcbk,85.57099949,26.82406519
BKI-25085,zigzag,76.32750787,28.03147363
BKI-25087,fcbk,76.18633996,28.25591803
BKI-25088,fcbk,76.31859636,28.3760954
BKI-25090,fcbk,81.90077793,26.36986769
BKI-25091,fcbk,81.93738343,26.30431503
BKI-25094,fcbk,81.74175947,26.23129389
BKI-25097,fcbk,81.78342408,26.3823679
BKI-25098,fcbk,81.88442833,26.34545639
BKI-25104,fcbk,81.8280319,26.07736605
BKI-25105,fcbk,81.83468873,26.27454376
BKI-25112,fcbk,81.84667594,26.10827262
BKI-25113,fcbk,81.96891295,26.2757938
BKI-25133,fcbk,81.70620143,25.99337608
BKI-25134,zigzag,81.95967831,26.04495625
BKI-25135,fcbk,81.71210137,26.17074448
BKI-25136,fcbk,81.61762416,26.06698578
BKI-25137,fcbk,73.27268985,29.20142583
BKI-25138,zigzag,85.68352503,25.22645389
BKI-25139,fcbk,79.43608145,28.79304558
BKI-25140,fcbk,79.68242852,28.80532149
BKI-25141,fcbk,79.28288612,29.0025203
BKI-25145,fcbk,81.10759374,26.88289881
BKI-25146,zigzag,85.81397782,25.19339869
BKI-25147,zigzag,85.89621386,25.56632512
BKI-25148,fcbk,81.8808796,26.09061759
BKI-25149,fcbk,81.61694114,26.07887979
BKI-25150,zigzag,81.66439655,26.07832701
BKI-25151,zigzag,76.62580376,29.39723577
BKI-25152,fcbk,76.80147859,29.33331906
BKI-25153,zigzag,76.97668328,29.19872401
BKI-25154,fcbk,76.80506977,29.2022449
BKI-25155,fcbk,76.85113529,29.43474623
BKI-25156,fcbk,76.74844592,29.49423659
BKI-25157,fcbk,76.99477434,29.54673213
BKI-25160,fcbk,85.67883969,25.22510904
BKI-25164,zigzag,85.66097789,25.18292576
BKI-25165,zigzag,85.7240944,25.4924082
BKI-25174,fcbk,85.86963346,25.41815314
BKI-25178,fcbk,85.73517421,25.44950592
BKI-25181,fcbk,85.81738701,25.27317903
BKI-25182,zigzag,85.87946572,25.40828578
BKI-25183,zigzag,85.72491613,25.49246089
BKI-25189,fcbk,79.95071987,27.88579221
BKI-25190,fcbk,79.85259973,28.70683223
BKI-25206,fcbk,79.92476892,28.39083579
BKI-25209,fcbk,76.2599835,28.27552465
BKI-25214,zigzag,76.5482889,28.18432455
BKI-25215,fcbk,76.53692028,28.11404706
BKI-25224,fcbk,82.58648858,25.96531125
BKI-25227,fcbk,76.14131391,27.93965256
BKI-25229,zigzag,82.93443607,25.13518426
BKI-25231,fcbk,83.07333083,25.91532459
BKI-25232,fcbk,82.851828,25.81541412
BKI-25233,fcbk,82.68873764,25.62413426
BKI-25234,fcbk,82.6513129,25.63549654
BKI-25238,fcbk,83.00897702,25.16334446
BKI-25239,zigzag,82.93142144,25.13449627
BKI-25246,fcbk,83.00892418,25.14169031
BKI-25255,fcbk,83.31495892,25.16273147
BKI-25259,fcbk,83.77199242,26.61041564
BKI-25260,fcbk,83.77025177,26.60853454
BKI-25261,fcbk,83.7589572,26.71710454
BKI-25262,fcbk,83.51569036,26.68333316
BKI-25277,fcbk,83.76166113,26.85437628
BKI-25279,fcbk,81.85477472,25.32217881
BKI-25280,zigzag,84.22781698,26.06941807
BKI-25313,fcbk,81.76180642,26.25619953
BKI-25314,fcbk,81.61145049,26.21295013
BKI-25315,fcbk,81.8809377,26.04572657
BKI-25316,fcbk,81.91964095,26.00162559
BKI-25317,fcbk,81.87685692,26.34870963
BKI-25324,fcbk,80.26745906,26.93894191
BKI-25325,fcbk,81.84755887,26.20738302
BKI-25339,fcbk,81.82998324,26.07454932
BKI-25354,fcbk,81.55925076,26.03527921
BKI-25355,fcbk,87.1001408,23.73676506
BKI-25359,zigzag,88.01967847,24.55758939
BKI-25368,fcbk,78.34486206,27.9022917
BKI-25369,fcbk,78.24665315,27.96232483
BKI-25391,fcbk,73.64379163,29.31956176
BKI-25392,fcbk,73.65634558,29.32756976
BKI-25393,fcbk,87.8613018,23.83951658
BKI-25406,fcbk,78.98363008,27.57667728
BKI-25409,fcbk,78.89186779,27.20460024
BKI-25410,fcbk,79.09145105,27.23114591
BKI-25411,fcbk,79.04337665,27.30424
BKI-25412,fcbk,79.22755393,27.24525708
BKI-25413,fcbk,79.23492216,27.40699613
BKI-25414,fcbk,78.96463108,27.4069485
BKI-25415,fcbk,80.59634468,25.89312958
BKI-25416,fcbk,80.35408635,25.9769579
BKI-25417,fcbk,80.56643676,25.94005628
BKI-25418,fcbk,86.53507935,24.60288338
BKI-25419,zigzag,86.68717166,24.58821504
BKI-25421,fcbk,86.47003429,24.56536931
BKI-25422,zigzag,86.50629512,24.55330852
BKI-25423,fcbk,79.02622907,27.26392554
BKI-25424,fcbk,77.42785817,28.73040278
BKI-25425,fcbk,77.36563776,28.76360717
BKI-25426,zigzag,77.37136983,28.7755643
BKI-25427,fcbk,75.59478799,28.878401
BKI-25428,fcbk,75.67537717,29.08752485
BKI-25432,fcbk,79.88661376,26.37389622
BKI-25440,fcbk,80.14476062,26.162809
BKI-25441,fcbk,79.95526118,26.32646564
BKI-25442,fcbk,80.03417906,26.25965362
BKI-25443,fcbk,79.77114036,26.3897263
BKI-25444,fcbk,79.77102036,26.19059887
BKI-25445,fcbk,80.16524811,26.11027773
BKI-25446,fcbk,79.83392609,26.20129924
BKI-25447,fcbk,79.80287075,26.28922316
BKI-25448,fcbk,79.92658777,26.45574859
BKI-25452,zigzag,85.59339572,25.01359613
BKI-25453,fcbk,88.98691634,22.44967803
BKI-25454,fcbk,88.88774721,22.67343553
BKI-25455,fcbk,88.79836963,22.49840432
BKI-25456,fcbk,87.77593942,22.17452128
BKI-25457,fcbk,88.4950896,25.32400934
BKI-25458,fcbk,78.9317603,28.17174941
BKI-25459,zigzag,78.92343773,28.157853
BKI-25460,fcbk,78.83960955,28.28697485
BKI-25461,fcbk,78.99454908,28.01408536
BKI-25462,fcbk,88.59402025,22.7136282
BKI-25463,fcbk,83.10929342,26.9643264
BKI-25464,zigzag,88.46535369,22.74433615
BKI-25465,fcbk,73.86301286,29.95503587
BKI-25466,fcbk,83.12693998,26.81375231
BKI-25467,fcbk,87.91907969,23.14470781
BKI-25468,fcbk,88.24311548,23.47606623
BKI-25469,zigzag,82.92504325,25.59379131
BKI-25470,fcbk,83.07402994,26.48064732
BKI-25471,fcbk,83.27794168,26.60556906
BKI-25472,zigzag,82.8802961,26.70230911
BKI-25473,zigzag,83.2419059,26.67266728
BKI-25474,fcbk,88.1342197,23.2188381
BKI-25477,zigzag,86.09103506,25.65722653
BKI-25478,fcbk,86.02496841,25.78354573
BKI-25479,zigzag,83.19416317,26.74894951
BKI-25480,fcbk,83.2535823,26.73102138
BKI-25482,fcbk,77.81353949,28.76527632
BKI-25483,fcbk,82.91154726,26.71924969
BKI-25484,fcbk,82.90614503,26.50405123
BKI-25485,fcbk,82.7650767,26.88386795
BKI-25486,fcbk,82.59478471,25.53002642
BKI-25487,fcbk,83.40385005,25.65300011
BKI-25488,fcbk,82.48749576,26.99693669
BKI-25489,zigzag,82.77189869,26.94248473
BKI-25490,fcbk,82.68541615,27.17364669
BKI-25491,fcbk,81.17634911,26.19290684
BKI-25492,fcbk,81.23277304,26.14208717
BKI-25493,zigzag,81.3451906,26.2990234
BKI-25494,fcbk,80.05375025,27.444994
BKI-25495,fcbk,83.32006279,25.38602253
BKI-25496,zigzag,83.11648579,25.31354624
BKI-25497,fcbk,84.13881861,26.37751796
BKI-25498,fcbk,82.59248041,27.15895572
BKI-25499,fcbk,82.68818852,27.13786968
BKI-25500,zigzag,82.60444168,26.9552187
BKI-25501,fcbk,82.59949726,26.79408343
BKI-25502,fcbk,79.69223796,27.85955068
BKI-25503,fcbk,84.00981345,26.42202311
BKI-25504,fcbk,84.08327969,26.47979673
BKI-25505,zigzag,84.15249248,26.56432192
BKI-25506,fcbk,83.84286734,26.54891004
BKI-25507,zigzag,84.11851103,26.64218123
BKI-25508,fcbk,84.0069517,26.70589898
BKI-25509,fcbk,79.04687549,26.7390481
BKI-25510,fcbk,79.05628311,26.77158098
BKI-25511,fcbk,79.18522959,26.65988022
BKI-25512,fcbk,83.05601765,26.84536897
BKI-25513,zigzag,81.02154615,26.29909615
BKI-25514,fcbk,79.31806187,27.88845982
BKI-25515,fcbk,79.65868244,27.75782964
BKI-25516,zigzag,88.57282578,23.19483654
BKI-25517,fcbk,88.54928049,23.1718259
BKI-25518,fcbk,88.58302973,23.45184889
BKI-25519,zigzag,88.71202525,23.38016056
BKI-25520,fcbk,78.98467569,26.78740149
BKI-25521,fcbk,79.05131771,26.7818778
BKI-25522,zigzag,84.63242513,25.95088012
BKI-25523,fcbk,83.55716231,25.26231614
BKI-25524,fcbk,84.34456583,25.62698996
BKI-25525,fcbk,80.90140859,26.31198782
BKI-25526,fcbk,80.70404807,26.15926813
BKI-25527,fcbk,79.9140089,28.00003695
BKI-25528,fcbk,79.86303875,28.23228032
BKI-25529,fcbk,79.84176696,28.1780442
BKI-25530,fcbk,79.81331205,28.20165617
BKI-25531,fcbk,79.77824707,28.12914137
BKI-25532,zigzag,79.73749027,28.32010812
BKI-25533,fcbk,79.84005218,28.35964075
BKI-25534,fcbk,79.83386328,28.36839351
BKI-25535,fcbk,81.3691108,28.01588595
BKI-25536,fcbk,79.82637694,28.29666699
BKI-25537,fcbk,79.73578101,28.32036802
BKI-25538,fcbk,79.96373502,28.13505903
BKI-25539,fcbk,79.89265574,28.35365813
BKI-25540,fcbk,79.82231973,28.28358941
BKI-25541,zigzag,79.84883973,28.07040306
BKI-25542,fcbk,80.06439653,28.04528531
BKI-25543,fcbk,79.90927954,28.10744815
BKI-25544,fcbk,80.03571313,28.08341336
BKI-25545,fcbk,88.50543755,23.42387317
BKI-25546,fcbk,78.56571992,27.89893773
BKI-25547,fcbk,78.81255335,27.7058617
BKI-25548,fcbk,78.49294898,27.85524248
BKI-25549,fcbk,78.62931923,27.62380478
BKI-25550,fcbk,78.3889717,27.85098187
BKI-25551,fcbk,78.55296918,27.62709705
BKI-25552,fcbk,78.63193198,27.80655245
BKI-25553,fcbk,78.40211255,27.8263797
BKI-25554,fcbk,78.69095284,27.76404635
BKI-25555,fcbk,78.78418303,27.77109174
BKI-25556,fcbk,78.82222816,27.81068841
BKI-25557,fcbk,78.75171936,27.61311443
BKI-25558,fcbk,78.72221992,27.63754625
BKI-25562,fcbk,78.40121537,27.82317201
BKI-25563,fcbk,78.65692618,27.90020015
BKI-25564,fcbk,78.63139612,27.76502567
BKI-25565,fcbk,83.23314333,25.86663277
BKI-25566,fcbk,83.1059739,25.9031939
BKI-25567,fcbk,77.6047559,28.52950879
BKI-25568,fcbk,78.46039534,27.75073143
BKI-25569,fcbk,78.38694704,27.83156986
BKI-25570,fcbk,78.63633371,27.82855924
BKI-25571,fcbk,78.38405525,27.83939457
BKI-25572,fcbk,78.62187178,27.76156725
BKI-25573,fcbk,76.95606915,29.82878976
BKI-25574,fcbk,78.46540318,28.01805501
BKI-25575,fcbk,78.57420774,27.64374862
BKI-25576,fcbk,78.45008434,27.6631732
BKI-25577,fcbk,78.38489546,27.83011178
BKI-25578,fcbk,78.73414404,27.6817538
BKI-25579,fcbk,78.42856634,27.85846332
BKI-25580,fcbk,78.78138956,27.80129045
BKI-25581,fcbk,78.52989403,27.96490621
BKI-25582,fcbk,78.78933866,27.78344778
BKI-25583,fcbk,78.38816342,27.84715916
BKI-25584,fcbk,78.56938077,27.64912734
BKI-25585,fcbk,78.39585921,27.97269442
BKI-25586,fcbk,78.74015995,27.87672512
BKI-25587,fcbk,80.881239,26.96446241
BKI-25588,fcbk,81.05807114,26.99407439
BKI-25589,zigzag,81.05726384,26.96342331
BKI-25590,fcbk,80.90494979,27.08867253
BKI-25591,zigzag,81.0253224,26.95013446
BKI-25592,fcbk,80.96547689,27.07017746
BKI-25593,zigzag,80.73678916,27.11686251
BKI-25594,fcbk,80.94494769,27.0317619
BKI-25595,fcbk,80.78530726,27.11629549
BKI-25596,fcbk,81.02355668,26.91974231
BKI-25597,fcbk,80.87688245,27.17580037
BKI-25598,fcbk,81.01367851,27.04844869
BKI-25599,zigzag,76.6544106,29.55453159
BKI-25600,fcbk,76.80349374,29.20568987
BKI-25601,fcbk,85.04516588,25.85032246
BKI-25605,fcbk,78.42619527,28.03857481
BKI-25606,zigzag,80.72665331,27.13375373
BKI-25607,zigzag,81.02915842,26.91475852
BKI-25608,fcbk,81.05001042,26.92170556
BKI-25609,zigzag,76.62513353,29.17421237
BKI-25610,zigzag,76.99383742,29.55595524
BKI-25611,zigzag,84.7104875,25.82952508
BKI-25612,zigzag,84.79586735,25.78303889
BKI-25613,zigzag,84.7451949,25.89028019
BKI-25614,zigzag,84.83614392,25.96882013
BKI-25615,fcbk,84.995234,25.81795066
BKI-25616,zigzag,85.03173293,25.92771827
BKI-25617,fcbk,84.75569465,25.5930685
BKI-25619,fcbk,84.74618328,25.89031339
BKI-25620,zigzag,84.75424184,25.97514811
BKI-25621,fcbk,84.97245086,25.87994009
BKI-25622,zigzag,84.81035263,25.81335819
BKI-25623,zigzag,76.98181186,29.28378088
BKI-25624,zigzag,76.93071143,29.43409065
BKI-25625,zigzag,76.95933203,29.14053127
BKI-25626,fcbk,76.71339676,28.83839844
BKI-25627,fcbk,81.70369244,25.71834819
BKI-25628,fcbk,80.05478239,26.83295816
BKI-25629,fcbk,79.89407538,27.04636253
BKI-25630,zigzag,79.79301433,27.11087574
BKI-25631,fcbk,80.14293371,27.0184689
BKI-25632,fcbk,80.11675561,27.1236047
BKI-25633,fcbk,78.63359988,28.40676361
BKI-25634,fcbk,78.57717081,28.76077099
BKI-25635,fcbk,78.80453926,28.42629083
BKI-25636,fcbk,78.56572734,28.73818108
BKI-25637,fcbk,78.54386658,28.59877667
BKI-25638,zigzag,78.74651825,28.46965576
BKI-25640,fcbk,72.93555816,28.83667621
BKI-25641,fcbk,72.91872547,28.8902944
BKI-25643,fcbk,72.9178356,28.88739968
BKI-25644,fcbk,72.95228216,28.90726412
BKI-25645,fcbk,72.8594026,28.859018
BKI-25647,fcbk,72.89421185,28.86128801
BKI-25648,fcbk,72.88492193,28.91858748
BKI-25649,fcbk,72.92280362,28.83508513
BKI-25650,fcbk,78.57798785,28.49794577
BKI-25651,fcbk,78.55485318,28.75027552
BKI-25652,fcbk,78.53118923,28.7440174
BKI-25653,fcbk,78.69504976,28.40813134
BKI-25654,fcbk,78.78329665,28.73997057
BKI-25655,fcbk,78.56962143,28.73201642
BKI-25656,fcbk,78.57806158,28.52822307
BKI-25657,fcbk,72.73465038,28.83547073
BKI-25658,fcbk,81.92316744,25.77306414
BKI-25659,fcbk,72.87461404,28.85825095
BKI-25661,fcbk,72.99303089,28.95294055
BKI-25662,fcbk,72.97635721,28.94494558
BKI-25665,fcbk,72.89287966,28.8545585
BKI-25673,fcbk,78.54578996,28.59865591
BKI-25674,fcbk,78.82653313,28.70739572
BKI-25677,fcbk,72.98594889,28.92307521
BKI-25678,fcbk,72.85076576,28.85734124
BKI-25679,fcbk,72.95674106,28.83369095
BKI-25682,fcbk,72.91728219,28.84624235
BKI-25683,fcbk,72.87707069,28.93755798
BKI-25685,fcbk,76.64465623,28.42246102
BKI-25696,fcbk,72.89692712,28.87151214
BKI-25697,fcbk,72.89564974,28.8622156
BKI-25698,fcbk,72.89992224,28.87249918
BKI-25699,fcbk,72.93348742,28.84294711
BKI-25700,fcbk,78.64180133,28.70808026
BKI-25701,fcbk,78.62690869,28.40640895
BKI-25702,fcbk,78.61308254,28.64004514
BKI-25703,fcbk,78.71521561,28.55364334
BKI-25706,fcbk,78.53851583,28.55904405
BKI-25707,fcbk,78.57166533,28.50970693
BKI-25708,fcbk,78.79721551,28.44509573
BKI-25711,fcbk,78.66929793,28.5396838
BKI-25712,fcbk,78.61559555,28.75938993
BKI-25714,zigzag,84.60305566,27.11919769
BKI-25715,fcbk,84.33521568,26.87870258
BKI-25716,fcbk,84.58898152,27.09297375
BKI-25717,fcbk,84.48241737,26.84844991
BKI-25718,zigzag,84.52223063,26.96562999
BKI-25721,fcbk,78.62105123,28.63344289
BKI-25722,fcbk,78.63372092,28.67076928
BKI-25723,fcbk,78.80926111,28.61317089
BKI-25724,fcbk,78.53608457,28.56149326
BKI-25728,fcbk,78.73638636,28.48684063
BKI-25732,fcbk,78.52313055,28.60978163
BKI-25733,fcbk,78.76616622,28.44032749
BKI-25734,fcbk,78.57350908,28.7019222
BKI-25739,fcbk,78.61480525,28.66677066
BKI-25740,fcbk,78.65258143,28.69122977
BKI-25741,fcbk,78.79584994,28.61572906
BKI-25742,zigzag,76.73611895,28.60262989
BKI-25748,fcbk,78.71029138,28.44133172
BKI-25749,fcbk,78.65965509,28.76774911
BKI-25750,fcbk,78.62532109,28.67638625
BKI-25768,fcbk,84.60087393,26.78837064
BKI-25769,fcbk,78.64425848,28.60399668
BKI-25770,fcbk,78.63828889,28.64794351
BKI-25772,fcbk,76.7615314,28.56304739
BKI-25774,fcbk,76.84570772,28.43573426
BKI-25775,zigzag,76.79869615,28.65507614
BKI-25776,fcbk,78.59190317,28.69918596
BKI-25777,fcbk,76.76349429,28.60577825
BKI-25778,zigzag,76.68177722,28.6951019
BKI-25779,fcbk,78.5714126,28.51133396
BKI-25780,fcbk,78.81203642,28.59662968
BKI-25781,fcbk,78.63861464,28.5155945
BKI-25782,zigzag,76.76736328,28.60893875
BKI-25783,zigzag,76.88784948,28.73614158
BKI-25784,fcbk,76.67702425,28.53067457
BKI-25785,fcbk,73.44167643,29.87465
BKI-25786,fcbk,78.57250753,28.5210019
BKI-25788,zigzag,76.80415324,28.58674791
BKI-25789,fcbk,76.81478079,28.59280906
BKI-25790,fcbk,76.67839235,28.6710886
BKI-25791,fcbk,77.88515821,28.42086307
BKI-25792,fcbk,78.81427118,28.70400323
BKI-25793,fcbk,82.10969067,27.78403247
BKI-25794,fcbk,82.21381527,27.67318043
BKI-25795,fcbk,82.09566712,27.7131156
BKI-25796,fcbk,82.17313729,27.74531582
BKI-25797,fcbk,78.2790588,29.09049495
BKI-25798,fcbk,78.57669136,28.63292124
BKI-25799,fcbk,78.59617313,28.69822467
BKI-25800,fcbk,78.6941593,28.50952129
BKI-25801,fcbk,78.5722506,28.5266291
BKI-25802,fcbk,78.76914223,28.68636861
BKI-25803,fcbk,78.78911353,28.56630143
BKI-25804,fcbk,73.28477769,29.19459246
BKI-25805,fcbk,77.68245992,28.69371362
BKI-25806,fcbk,79.55318417,27.01125345
BKI-25807,fcbk,79.49952137,26.82753412
BKI-25808,fcbk,79.57601697,27.13708445
BKI-25809,fcbk,79.39356762,26.98366872
BKI-25810,fcbk,79.64847377,27.03743662
BKI-25811,fcbk,82.89159181,26.36102845
BKI-25812,fcbk,82.98810302,26.37946721
BKI-25813,fcbk,83.26871081,26.10757176
BKI-25814,fcbk,83.22454223,26.14004656
BKI-25815,fcbk,83.28045875,26.05084161
BKI-25816,fcbk,82.91529015,26.08205881
BKI-25817,fcbk,84.47605156,26.21584635
BKI-25818,zigzag,84.36910365,26.08987437
BKI-25819,zigzag,84.53552843,26.08304332
BKI-25820,fcbk,84.48146555,25.99517763
BKI-25821,fcbk,79.52809331,26.81305557
BKI-25822,fcbk,79.65929383,26.82925145
BKI-25823,fcbk,79.52500862,27.14624014
BKI-25824,fcbk,79.48151601,26.83033248
BKI-25825,fcbk,79.55204937,26.81592255
BKI-25826,fcbk,78.6756434,27.48620689
BKI-25827,fcbk,84.59818897,26.12574603
BKI-25828,zigzag,84.33946298,26.07527199
BKI-25829,fcbk,84.41169902,26.0423203
BKI-25830,zigzag,84.56568495,26.26229185
BKI-25831,zigzag,84.25582382,26.15172132
BKI-25832,zigzag,84.36237328,26.15996627
BKI-25833,zigzag,84.42670863,26.21116185
BKI-25834,zigzag,84.27566181,26.15472494
BKI-25835,zigzag,77.10886794,30.3772086
BKI-25836,fcbk,83.10223053,26.25157939
BKI-25837,fcbk,77.2214088,30.41435727
BKI-25838,fcbk,83.19769129,26.12522378
BKI-25839,fcbk,83.07601654,26.31738537
BKI-25840,fcbk,83.07607453,26.14959054
BKI-25841,fcbk,84.4879031,26.38204712
BKI-25842,fcbk,88.2201887,23.84213223
BKI-25843,zigzag,88.07481978,23.64629871
BKI-25844,fcbk,83.08608513,26.25084628
BKI-25845,fcbk,82.98339091,26.10835629
BKI-25846,zigzag,84.23515225,26.27044938
BKI-25847,zigzag,84.54668834,26.12760147
BKI-25848,zigzag,84.23872475,26.26869941
BKI-25849,zigzag,84.4472805,26.04243554
BKI-25850,fcbk,84.64709917,26.32047683
BKI-25851,fcbk,84.58615068,26.28885295
BKI-25852,zigzag,84.32521726,26.00059737
BKI-25853,fcbk,84.65716312,26.34209287
BKI-25854,fcbk,82.38808216,27.06956553
BKI-25855,zigzag,84.51046878,26.30955677
BKI-25856,fcbk,84.58498609,26.26256154
BKI-25857,zigzag,84.52279925,26.26630808
BKI-25858,fcbk,83.24914817,26.17468579
BKI-25859,fcbk,84.50735964,26.08806965
BKI-25860,fcbk,82.40234468,26.93196313
BKI-25861,fcbk,82.31241594,27.1701806
BKI-25862,fcbk,82.04535578,27.187083
BKI-25863,fcbk,82.26023345,26.83915153
BKI-25864,fcbk,82.30419815,27.16962626
BKI-25865,fcbk,77.08413054,29.96551062
BKI-25866,fcbk,84.46008657,26.10448829
BKI-25867,zigzag,84.40931943,26.28395406
BKI-25868,fcbk,84.61817536,26.01414299
BKI-25869,fcbk,84.45851468,26.1077021
BKI-25870,fcbk,83.09085899,26.11437351
BKI-25871,fcbk,83.06311895,26.16360913
BKI-25872,fcbk,83.29723963,26.21722147
BKI-25873,fcbk,82.99843978,26.03986425
BKI-25874,fcbk,82.27186478,27.10926763
BKI-25875,fcbk,82.39896353,26.92282861
BKI-25876,fcbk,83.3155424,25.91805813
BKI-25877,fcbk,82.9001371,25.6636828
BKI-25878,zigzag,85.39006902,25.65630555
BKI-25879,fcbk,85.56729881,25.61685056
BKI-25880,fcbk,83.57315576,27.45055568
BKI-25881,fcbk,83.02612585,26.32823905
BKI-25882,fcbk,83.07589192,26.33012208
BKI-25883,fcbk,83.28742586,26.1141016
BKI-25884,fcbk,82.97590437,26.02064121
BKI-25885,fcbk,83.05383665,26.07476618
BKI-25887,fcbk,82.13304607,27.14992633
BKI-25888,fcbk,82.413364,26.87476774
BKI-25889,zigzag,85.22943186,25.73647055
BKI-25890,fcbk,85.35306208,25.78018114
BKI-25891,fcbk,83.31897432,26.20659416
BKI-25893,fcbk,84.45932133,26.23744334
BKI-25894,fcbk,82.33131239,27.15434372
BKI-25895,fcbk,82.3545896,27.1429576
BKI-25896,fcbk,82.0442661,27.07061114
BKI-25897,fcbk,84.55788786,26.17416661
BKI-25898,zigzag,84.53671408,26.25661603
BKI-25899,fcbk,82.12494921,26.99048299
BKI-25900,fcbk,81.98685713,27.11746147
BKI-25901,fcbk,82.40973556,27.17667089
BKI-25902,fcbk,84.36366706,26.38760786
BKI-25903,fcbk,82.95916204,26.24882798
BKI-25904,fcbk,83.24161281,26.27120177
BKI-25905,fcbk,83.21312133,26.24573059
BKI-25906,zigzag,83.07351468,26.04007281
BKI-25907,fcbk,83.29749718,26.27549344
BKI-25908,fcbk,82.89289143,26.07639145
BKI-25909,fcbk,83.21851126,26.25275486
BKI-25910,fcbk,83.15832971,26.21126452
