id,name,lat,lon,type,fuel,region,country,status,capacity_tonnes,emfpm10,pm10_t_yr,emfpm25,pm25_t_yr,emfso2,so2_t_yr,emfnox,nox_t_yr,source
WAN-38,"Maba, Obafemi Owode, Ogun",6.774686939,3.441117901,,,Ogun State,Nigeria,,1370.082152,,,,,,,,,https://climatetrace.org/data
WAN-39,"Ijegun, Alimosho, Lagos",6.512738314,3.258763671,,,Lagos State,Nigeria,,2665.553745,,,,,,,,,https://climatetrace.org/data
WAN-40,"Badagry, Lagos, Nigeria",6.437663846,2.870439118,,,Lagos State,Nigeria,,8821.521653,,,,,,,,,https://climatetrace.org/data
WAN-41,Eneka,4.8904136,7.0429872,,,Rivers State,Nigeria,,50000.0,,,,,,,,,https://climatetrace.org/data
WAN-42,"Ijoko, Shagamu, Ogun",6.840596406,3.636715795,,,Ogun State,Nigeria,,7990.132553,,,,,,,,,https://climatetrace.org/data
WAN-43,"Solu, Ifo, Ogun",6.811917454,3.199339319,,,Ogun State,Nigeria,,4612.148466,,,,,,,,,https://climatetrace.org/data
WAN-44,"University Of Lagos, Olaboye Olaleye Street, Iwaya",6.513848457,3.392581394,,,Lagos State,Nigeria,,7776.737114,,,,,,,,,https://climatetrace.org/data
WAN-45,"Ebute-Metta, Lagos Mainland, Lagos",6.489941091,3.391157419,,,Lagos State,Nigeria,,36509.78773,,,,,,,,,https://climatetrace.org/data
WAN-46,"Olori, Ifo, Ogun",6.689263644,3.35799846,,,Ogun State,Nigeria,,1602.656507,,,,,,,,,https://climatetrace.org/data
WAN-47,"Okuokoko, Uvwie, Delta",5.586751089,5.809634158,,,Delta State,Nigeria,,15300.52154,,,,,,,,,https://climatetrace.org/data
WAN-48,"Eko Bridge, Alagbede, Surulere",6.473344877,3.376200616,,,Lagos State,Nigeria,,3798.634885,,,,,,,,,https://climatetrace.org/data
WAN-49,"Meran, Alimosho, Lagos",6.638021793,3.26404941,,,Lagos State,Nigeria,,5162.854025,,,,,,,,,https://climatetrace.org/data
WAN-50,"Surulere, Oke Ira, Surulere",6.502496597,3.368270941,,,Lagos State,Nigeria,,4843.147168,,,,,,,,,https://climatetrace.org/data
WAN-51,"Lagos-Ibadan Expressway, Ibafo, Obafemi Owode",6.802643802,3.433698928,,,Ogun State,Nigeria,,6104.237081,,,,,,,,,https://climatetrace.org/data
WAN-52,"Ijora, Apapa, Lagos",6.470812335,3.361276706,,,Lagos State,Nigeria,,1291.277547,,,,,,,,,https://climatetrace.org/data
WAN-53,"Oko Orisa, Epe, Lagos",6.5643224,3.937061341,,,Lagos State,Nigeria,,29541.58015,,,,,,,,,https://climatetrace.org/data
WAN-54,"Iju Junction, Ifako/Ijaye, Lagos",6.649653099,3.31857695,,,Lagos State,Nigeria,,27049.55446,,,,,,,,,https://climatetrace.org/data
WAN-55,"Oke, Ifo, Ogun",6.650271538,3.398989321,,,Ogun State,Nigeria,,2095.144102,,,,,,,,,https://climatetrace.org/data
WAN-56,"Gbagada, Kosofe, Lagos",6.556354704,3.37233458,,,Lagos State,Nigeria,,9299.999636,,,,,,,,,https://climatetrace.org/data
WAN-57,"Tope, Asa, Kwara",8.46570129,4.445588779,,,Kwara State,Nigeria,,11216.51871,,,,,,,,,https://climatetrace.org/data
WAN-58,"Atinuke Atobajaye Crescent, Oshodi/Isolo, Lagos",6.510071967,3.323157288,,,Lagos State,Nigeria,,4305.842856,,,,,,,,,https://climatetrace.org/data
WAN-59,"Onitsha, Onitsha North, Anambra",6.156938538,6.77402406,,,Anambra State,Nigeria,,4694.295005,,,,,,,,,https://climatetrace.org/data
WAN-60,"Wado City, Delta, Nigeria",5.504711055,5.768283828,,,Delta State,Nigeria,,1897.322722,,,,,,,,,https://climatetrace.org/data
WAN-61,"Municipal Area Council, Federal Capital Territory, Nigeria",9.028445493,7.339278295,,,Federal Capital Territory,Nigeria,,4039.317117,,,,,,,,,https://climatetrace.org/data
WAN-62,"Mgbu-Oba, Obio/Akpor, Rivers",4.845473674,6.971849748,,,Rivers State,Nigeria,,1968.43126,,,,,,,,,https://climatetrace.org/data
WAN-63,"Oke-Aro, Ifo, Ogun",6.676904579,3.320206483,,,Ogun State,Nigeria,,3202.657892,,,,,,,,,https://climatetrace.org/data
WAN-64,Solous,6.570991605,3.253802697,,,Lagos State,Nigeria,,190000.0,,,,,,,,,https://climatetrace.org/data
WAN-65,"Abeokuta, Abeokuta South, Ogun",7.187498177,3.365936868,,,Ogun State,Nigeria,,33045.26836,,,,,,,,,https://climatetrace.org/data
WAN-66,Awotan (Apete) Dumpsite,7.463069444,3.84910556,,,Oyo State,Nigeria,,136018.2371,,,,,,,,,https://climatetrace.org/data
WAN-67,"Onitsha - Owerri Road, Onitsha, Onitsha North",6.10331787,6.799022864,,,Anambra State,Nigeria,,9613.158736,,,,,,,,,https://climatetrace.org/data
WAN-68,"Ijako, Ado Odo/Ota, Ogun",6.738002467,3.214680351,,,Ogun State,Nigeria,,1470.135166,,,,,,,,,https://climatetrace.org/data
WAN-69,"Akpajo, Eleme, Rivers",4.835498186,7.091709351,,,Rivers State,Nigeria,,16725.90292,,,,,,,,,https://climatetrace.org/data
WAN-70,"Aguda, Agidingbi, Ikeja",6.62847926,3.358578112,,,Lagos State,Nigeria,,5710.945618,,,,,,,,,https://climatetrace.org/data
WAN-71,Lapite,7.569898142,3.912607472,,,Oyo State,Nigeria,,217663.5514,,,,,,,,,https://climatetrace.org/data
WAN-72,Epe,6.6492196,4.0381622,,,Lagos State,Nigeria,,806451.6129,,,,,,,,,https://climatetrace.org/data
WAN-73,"White-Dove Group Of Schools, Erubere Street, Ugborikoko",5.534788277,5.765846857,,,Delta State,Nigeria,,7648.8734,,,,,,,,,https://climatetrace.org/data
