VALUE,ZONE_CODE,COUNT,AREA,SUM
Sikar,838,3755.000000000000000,0.260763888888887,0.000000000000000
Abu Road,839,1372.000000000000000,0.095277777777777,0.000000000000000
Pindwara,840,1109.000000000000000,0.077013888888888,0.000000000000000
Revdar,841,1458.000000000000000,0.101249999999999,0.000000000000000
Shivganj,842,1383.000000000000000,0.096041666666666,0.000000000000000
Sirohi,843,1274.000000000000000,0.088472222222222,0.000000000000000
Devli,844,1385.000000000000000,0.096180555555555,0.000000000000000
Malpura,845,1839.000000000000000,0.127708333333332,0.000000000000000
Niwai,846,1169.000000000000000,0.081180555555555,0.000000000000000
Toda Raisingh,847,1395.000000000000000,0.096874999999999,0.000000000000000
Tonk,848,1923.000000000000000,0.133541666666666,0.000000000000000
Uniara,849,1708.000000000000000,0.118611111111110,0.000000000000000
Gogunda,850,1573.000000000000000,0.109236111111110,0.000000000000000
Kherwara,851,1379.000000000000000,0.095763888888888,0.000000000000000
Kotra,852,2637.000000000000000,0.183124999999999,0.000000000000000
Phalsiya,853,1441.000000000000000,0.100069444444444,0.000000000000000
Salumbar,854,1540.000000000000000,0.106944444444444,0.000000000000000
Sarada,855,1512.000000000000000,0.104999999999999,0.000000000000000
Udaipur,856,1888.000000000000000,0.131111111111110,0.000000000000000
Vallabhnagar,857,2644.000000000000000,0.183611111111110,0.000000000000000
Gangtok,858,1243.000000000000000,0.086319444444444,0.000000000000000
n.a. ( 302),859,5589.000000000000000,0.388124999999997,0.000000000000000
n.a. ( 360),860,960.000000000000000,0.066666666666666,0.000000000000000
n.a. ( 352),861,1529.000000000000000,0.106180555555555,0.000000000000000
Agra,862,711.000000000000000,0.049375000000000,2567923.000000000000000
Bah,863,1149.000000000000000,0.079791666666666,491074.000000000000000
Khairagarh,864,1036.000000000000000,0.071944444444444,279124.000000000000000
Kiraoli,865,919.000000000000000,0.063819444444444,517301.000000000000000
Aligarh,866,1265.000000000000000,0.087847222222222,2136082.000000000000000
Atrauli,867,1220.000000000000000,0.084722222222222,758335.000000000000000
Iglas,868,716.000000000000000,0.049722222222222,447016.000000000000000
Khair,869,1319.000000000000000,0.091597222222221,705341.000000000000000
Sikandra Rao,870,571.000000000000000,0.039652777777777,264491.000000000000000
Handia,871,967.000000000000000,0.067152777777777,901476.000000000000000
Karchana,872,1694.000000000000000,0.117638888888888,1647065.000000000000000
Meja,873,2163.000000000000000,0.150208333333332,1300894.000000000000000
Phulpur,874,2439.000000000000000,0.169374999999999,2210695.000000000000000
Soraon,875,874.000000000000000,0.060694444444444,659508.000000000000000
Akbarpur,876,3054.000000000000000,0.212083333333332,2084525.000000000000000
Tanda,877,1212.000000000000000,0.084166666666666,1287242.000000000000000
Amethi,878,765.000000000000000,0.053125000000000,584153.000000000000000
Gauriganj,879,741.000000000000000,0.051458333333333,432607.000000000000000
Maharajganj,880,3945.000000000000000,0.273958333333331,2906629.000000000000000
Musafirkhana,881,1040.000000000000000,0.072222222222222,838052.000000000000000
Salon,882,1502.000000000000000,0.104305555555555,968005.000000000000000
Amroha,883,1337.000000000000000,0.092847222222221,1392489.000000000000000
Hasanpur,884,2014.000000000000000,0.139861111111110,1046139.000000000000000
Auraiya,885,1401.000000000000000,0.097291666666666,842547.000000000000000
Bidhuna,886,1446.000000000000000,0.100416666666666,815908.000000000000000
Azamgarh,887,1070.000000000000000,0.074305555555555,1259497.000000000000000
Katghar,888,1289.000000000000000,0.089513888888888,1218447.000000000000000
Sagri,889,1201.000000000000000,0.083402777777777,1012958.000000000000000
Baghpat,890,1776.000000000000000,0.123333333333332,1510763.000000000000000
Kaisarganj,891,2300.000000000000000,0.159722222222221,1361753.000000000000000
Nanpara,892,2572.000000000000000,0.178611111111110,1583560.000000000000000
Ballia,893,1481.000000000000000,0.102847222222221,1644184.000000000000000
Bansdih,894,1257.000000000000000,0.087291666666666,1018503.000000000000000
Rasra,895,1170.000000000000000,0.081249999999999,1126038.000000000000000
Balrampur,896,4432.000000000000000,0.307777777777775,2503889.000000000000000
Baberu,897,2021.000000000000000,0.140347222222221,2503.000000000000000
Naraini,898,1733.000000000000000,0.120347222222221,0.000000000000000
Bara Banki,899,1188.000000000000000,0.082499999999999,1188597.000000000000000
Haidargarh,900,988.000000000000000,0.068611111111111,771898.000000000000000
Ramsanehighat,901,1926.000000000000000,0.133749999999999,1439925.000000000000000
Aonla,902,1021.000000000000000,0.070902777777777,837279.000000000000000
Baheri,903,1175.000000000000000,0.081597222222222,758405.000000000000000
Bareilly,904,1354.000000000000000,0.094027777777777,2556187.000000000000000
Faritpur,905,775.000000000000000,0.053819444444444,541610.000000000000000
Nawabganj,906,687.000000000000000,0.047708333333333,466849.000000000000000
Basti,907,1611.000000000000000,0.111874999999999,1457789.000000000000000
Haraiya,908,1682.000000000000000,0.116805555555555,1041790.000000000000000
Bijnor,909,1593.000000000000000,0.110624999999999,1288665.000000000000000
Dhampur,910,1514.000000000000000,0.105138888888888,1267868.000000000000000
Nagina,911,1550.000000000000000,0.107638888888888,863589.000000000000000
Najibabad,912,1114.000000000000000,0.077361111111110,825649.000000000000000
Bisauli,913,1254.000000000000000,0.087083333333333,880553.000000000000000
Budaun,914,1488.000000000000000,0.103333333333332,1151113.000000000000000
Dataganj,915,1389.000000000000000,0.096458333333333,744325.000000000000000
Sahaswan,916,1437.000000000000000,0.099791666666666,828572.000000000000000
Anupshahr,917,1496.000000000000000,0.103888888888888,1222090.000000000000000
Bulandshahr,918,3250.000000000000000,0.225694444444443,2821565.000000000000000
Chakia,919,1604.000000000000000,0.111388888888888,535238.000000000000000
Chandauli,920,1668.000000000000000,0.115833333333332,1805228.000000000000000
Karwi,921,2911.000000000000000,0.202152777777776,71.000000000000000
Mau,922,2529.000000000000000,0.175624999999999,1990008.000000000000000
Deoria,923,1656.000000000000000,0.114999999999999,1939591.000000000000000
Salempur,924,1673.000000000000000,0.116180555555555,1681540.000000000000000
Aliganj,925,1791.000000000000000,0.124374999999999,898603.000000000000000
Etah,926,1634.000000000000000,0.113472222222221,1055089.000000000000000
Jalesar,927,773.000000000000000,0.053680555555555,557360.000000000000000
Bharthana,928,1399.000000000000000,0.097152777777777,688841.000000000000000
Etawah,929,1419.000000000000000,0.098541666666666,1127604.000000000000000
Bikapur,930,1562.000000000000000,0.108472222222221,948660.000000000000000
Faizabad,931,1174.000000000000000,0.081527777777777,1285406.000000000000000
Fatehgarh,932,1637.000000000000000,0.113680555555555,1416021.000000000000000
Kaimganj,933,1233.000000000000000,0.085624999999999,777248.000000000000000
Bindki,934,1684.000000000000000,0.116944444444444,990716.000000000000000
Khaga,935,1588.000000000000000,0.110277777777777,757321.000000000000000
Etmadpur,936,967.000000000000000,0.067152777777777,1008173.000000000000000
Firozabad,937,1226.000000000000000,0.085138888888888,1462624.000000000000000
Jasrana,938,571.000000000000000,0.039652777777777,366234.000000000000000
Shikohabad,939,979.000000000000000,0.067986111111111,828939.000000000000000
Khurja,940,530.000000000000000,0.036805555555555,111987.000000000000000
Sikandarabad,941,501.000000000000000,0.034791666666666,134903.000000000000000
Ghaziabad,942,1161.000000000000000,0.080624999999999,4057061.000000000000000
Ghazipur,943,857.000000000000000,0.059513888888888,992844.000000000000000
Muhammadabad,944,1056.000000000000000,0.073333333333333,1103677.000000000000000
Saidpur,945,1466.000000000000000,0.101805555555555,1061248.000000000000000
Zamania,946,997.000000000000000,0.069236111111111,1046747.000000000000000
Gonda,947,2120.000000000000000,0.147222222222221,1593970.000000000000000
Tarabganj,948,2199.000000000000000,0.152708333333332,1753319.000000000000000
Utraula,949,928.000000000000000,0.064444444444444,606456.000000000000000
Bansgaon,950,1773.000000000000000,0.123124999999999,1465158.000000000000000
Gorakhpur,951,2228.000000000000000,0.154722222222221,3477549.000000000000000
Maudaha,952,2030.000000000000000,0.140972222222221,0.000000000000000
Rath,953,2083.000000000000000,0.144652777777777,0.000000000000000
Garhmuktesar,954,557.000000000000000,0.038680555555555,404749.000000000000000
Hapur,955,906.000000000000000,0.062916666666666,1096195.000000000000000
Bilgram,956,1987.000000000000000,0.137986111111110,1273746.000000000000000
Hardoi,957,2159.000000000000000,0.149930555555554,1354480.000000000000000
Sandila,958,1894.000000000000000,0.131527777777777,1103983.000000000000000
Shahabad,959,2506.000000000000000,0.174027777777776,1495595.000000000000000
Hathras,960,2133.000000000000000,0.148124999999999,1760512.000000000000000
Jalaun,961,1666.000000000000000,0.115694444444444,3367.000000000000000
Kalpi,962,1648.000000000000000,0.114444444444444,2313.000000000000000
Konch,963,1420.000000000000000,0.098611111111110,0.000000000000000
Orai,964,1213.000000000000000,0.084236111111110,0.000000000000000
Jaunpur,965,938.000000000000000,0.065138888888888,1068358.000000000000000
Kirakat,966,817.000000000000000,0.056736111111111,754336.000000000000000
Machhlishahr,967,1199.000000000000000,0.083263888888888,1241043.000000000000000
Mariahu,968,1080.000000000000000,0.074999999999999,904938.000000000000000
Shahganj,969,1198.000000000000000,0.083194444444444,1308283.000000000000000
Garautha,970,2010.000000000000000,0.139583333333332,0.000000000000000
Jhansi,971,1555.000000000000000,0.107986111111110,0.000000000000000
Mau Ranipur,972,1487.000000000000000,0.103263888888888,0.000000000000000
Moth,973,1516.000000000000000,0.105277777777777,0.000000000000000
Chhibramau,974,1425.000000000000000,0.098958333333333,1108386.000000000000000
Kannauj,975,1289.000000000000000,0.089513888888888,823779.000000000000000
Bilhaur,976,1279.000000000000000,0.088819444444444,714954.000000000000000
Derapur,977,1357.000000000000000,0.094236111111110,676909.000000000000000
Pukhrayan,978,1283.000000000000000,0.089097222222222,714403.000000000000000
Ghatampur,979,1409.000000000000000,0.097847222222221,1272917.000000000000000
Kanpur,980,1375.000000000000000,0.095486111111110,3414922.000000000000000
Kasganj,981,1696.000000000000000,0.117777777777777,1178325.000000000000000
Allahabad,982,1030.000000000000000,0.071527777777777,2174844.000000000000000
Manjhanpur,983,908.000000000000000,0.063055555555555,599207.000000000000000
Sirathu,984,777.000000000000000,0.053958333333333,385691.000000000000000
Hata,985,1865.000000000000000,0.129513888888888,2289088.000000000000000
Padrauna,986,1921.000000000000000,0.133402777777777,1842171.000000000000000
Lakhimpur,987,3555.000000000000000,0.246874999999998,2050312.000000000000000
Muhamdi,988,2187.000000000000000,0.151874999999999,1039181.000000000000000
Nighasan,989,4437.000000000000000,0.308124999999998,1583418.000000000000000
Lalitpur,990,3532.000000000000000,0.245277777777776,0.000000000000000
Mahrauni,991,2951.000000000000000,0.204930555555554,0.000000000000000
Lucknow,992,1286.000000000000000,0.089305555555555,4243691.000000000000000
Malihabad,993,1128.000000000000000,0.078333333333333,619714.000000000000000
Mohanlalganj,994,915.000000000000000,0.063541666666666,489785.000000000000000
Pharenda,995,1836.000000000000000,0.127499999999999,1366284.000000000000000
Charkhari,996,855.000000000000000,0.059375000000000,0.000000000000000
Kulpahar,997,1556.000000000000000,0.108055555555555,0.000000000000000
Mahoba,998,1252.000000000000000,0.086944444444444,0.000000000000000
Bhongaon,999,1544.000000000000000,0.107222222222221,841075.000000000000000
Karhal,1000,734.000000000000000,0.050972222222222,488306.000000000000000
Mainpuri,1001,1327.000000000000000,0.092152777777777,854312.000000000000000
Chhata,1002,1397.000000000000000,0.097013888888888,732574.000000000000000
Mat,1003,1153.000000000000000,0.080069444444444,638530.000000000000000
Mathura,1004,1430.000000000000000,0.099305555555555,1344777.000000000000000
Sadabad,1005,470.000000000000000,0.032638888888889,241718.000000000000000
Ghosi,1006,1213.000000000000000,0.084236111111110,1279621.000000000000000
Mawana,1007,1458.000000000000000,0.101249999999999,873037.000000000000000
Meerut,1008,1221.000000000000000,0.084791666666666,2441917.000000000000000
Sardhana,1009,795.000000000000000,0.055208333333333,681592.000000000000000
Chunar,1010,1897.000000000000000,0.131736111111110,963544.000000000000000
Mirzapur,1011,3917.000000000000000,0.272013888888887,1975810.000000000000000
Bilari,1012,1053.000000000000000,0.073124999999999,1043315.000000000000000
Moradabad,1013,1045.000000000000000,0.072569444444444,1935133.000000000000000
Thakurdwara,1014,874.000000000000000,0.060694444444444,717440.000000000000000
Budhana,1015,989.000000000000000,0.068680555555555,833520.000000000000000
Jansath,1016,1532.000000000000000,0.106388888888888,1144243.000000000000000
Muzaffarnagar,1017,1417.000000000000000,0.098402777777777,1662233.000000000000000
Bisalpur,1018,1270.000000000000000,0.088194444444444,728470.000000000000000
Pilibhit,1019,1391.000000000000000,0.096597222222221,906960.000000000000000
Puranpur,1020,2109.000000000000000,0.146458333333332,760707.000000000000000
Bela,1021,1455.000000000000000,0.101041666666666,1119814.000000000000000
Kunda,1022,1826.000000000000000,0.126805555555555,1215721.000000000000000
Dalmau,1023,1653.000000000000000,0.114791666666666,933809.000000000000000
Rae Bareli,1024,1266.000000000000000,0.087916666666666,1169826.000000000000000
Milak,1025,533.000000000000000,0.037013888888889,432182.000000000000000
Suar,1026,900.000000000000000,0.062500000000000,609928.000000000000000
Deoband,1027,1384.000000000000000,0.096111111111110,1240018.000000000000000
Nakur,1028,1483.000000000000000,0.102986111111110,1069379.000000000000000
Saharanpur,1029,2141.000000000000000,0.148680555555554,1650721.000000000000000
Gunnaur,1030,1144.000000000000000,0.079444444444444,744291.000000000000000
Sambhal,1031,1518.000000000000000,0.105416666666666,1415907.000000000000000
Khalilabad,1032,1733.000000000000000,0.120347222222221,1701703.000000000000000
Gyanpur,1033,1306.000000000000000,0.090694444444444,1816807.000000000000000
Jalalabad,1034,1227.000000000000000,0.085208333333333,549062.000000000000000
Pawayan,1035,2174.000000000000000,0.150972222222221,947510.000000000000000
Shahjahanpur,1036,1359.000000000000000,0.094374999999999,1153796.000000000000000
Tilhar,1037,1390.000000000000000,0.096527777777777,846150.000000000000000
Kairana,1038,1490.000000000000000,0.103472222222221,1167724.000000000000000
Bahraich,1039,4144.000000000000000,0.287777777777775,2407256.000000000000000
Bansi,1040,1366.000000000000000,0.094861111111110,992048.000000000000000
Domriaganj,1041,1708.000000000000000,0.118611111111110,1421905.000000000000000
Naugarh,1042,1483.000000000000000,0.102986111111110,1197217.000000000000000
Biswan,1043,1937.000000000000000,0.134513888888888,1155216.000000000000000
Misrikh,1044,2041.000000000000000,0.141736111111110,1227452.000000000000000
Sidhauli,1045,1874.000000000000000,0.130138888888888,1227699.000000000000000
Dudhi,1046,3427.000000000000000,0.237986111111109,807238.000000000000000
Robertsganj,1047,5270.000000000000000,0.365972222222219,1344833.000000000000000
Kadipur,1048,1503.000000000000000,0.104374999999999,1042756.000000000000000
Sultanpur,1049,1697.000000000000000,0.117847222222221,1532845.000000000000000
Hasanganj,1050,1462.000000000000000,0.101527777777777,688911.000000000000000
Purwa,1051,1850.000000000000000,0.128472222222221,1170752.000000000000000
Safipur,1052,1375.000000000000000,0.095486111111110,650306.000000000000000
Unnao,1053,1322.000000000000000,0.091805555555555,1119449.000000000000000
Varanasi,1054,2003.000000000000000,0.139097222222221,4206554.000000000000000
Almora,1055,1728.000000000000000,0.119999999999999,0.000000000000000
Ranikhet,1056,2438.000000000000000,0.169305555555554,0.000000000000000
Bageshwar,1057,3065.000000000000000,0.212847222222221,0.000000000000000
Chamoli,1058,2030.000000000000000,0.140972222222221,0.000000000000000
Joshimath,1059,6194.000000000000000,0.430138888888885,0.000000000000000
Karnaprayag,1060,2513.000000000000000,0.174513888888887,0.000000000000000
Champawat,1061,2252.000000000000000,0.156388888888888,3.000000000000000
Chakrata,1062,1605.000000000000000,0.111458333333332,0.000000000000000
Dehra Dun,1063,2536.000000000000000,0.176111111111110,407.000000000000000
Lansdowne,1064,5190.000000000000000,0.360416666666664,25961.000000000000000
Pauri,1065,2151.000000000000000,0.149374999999999,0.000000000000000
Haridwar,1066,1617.000000000000000,0.112291666666666,1110791.000000000000000
Roorkee,1067,1592.000000000000000,0.110555555555555,1110208.000000000000000
Haldwani,1068,2062.000000000000000,0.143194444444443,16257.000000000000000
n.a. ( 188),1069,968.000000000000000,0.067222222222222,988.000000000000000
Naini Tal,1070,2399.000000000000000,0.166597222222221,0.000000000000000
Dharchula,1071,3769.000000000000000,0.261736111111109,0.000000000000000
Didihat,1072,1128.000000000000000,0.078333333333333,0.000000000000000
Munsyari,1073,3761.000000000000000,0.261180555555553,0.000000000000000
Pithoragarh,1074,1218.000000000000000,0.084583333333333,0.000000000000000
Okhimath,1075,1638.000000000000000,0.113749999999999,0.000000000000000
n.a. ( 111),1076,2058.000000000000000,0.142916666666666,0.000000000000000
Narendranagar,1077,2433.000000000000000,0.168958333333332,0.000000000000000
Tehri,1078,1444.000000000000000,0.100277777777777,0.000000000000000
Bazpur,1079,974.000000000000000,0.067638888888888,625889.000000000000000
Kashipur,1080,1134.000000000000000,0.078749999999999,635030.000000000000000
Khatima,1081,1178.000000000000000,0.081805555555555,463043.000000000000000
Kichha,1082,530.000000000000000,0.036805555555555,188420.000000000000000
Bhatwari,1083,5863.000000000000000,0.407152777777775,0.000000000000000
Dunda,1084,999.000000000000000,0.069374999999999,0.000000000000000
Purola,1085,2905.000000000000000,0.201736111111110,0.000000000000000
Rajgarhi,1086,1199.000000000000000,0.083263888888888,0.000000000000000
Alipur Duar,1087,3665.000000000000000,0.254513888888887,0.000000000000000
Bankura,1088,6485.000000000000000,0.450347222222219,2918036.000000000000000
Bishnupur,1089,2359.000000000000000,0.163819444444443,1069259.000000000000000
Asansol,1090,1084.000000000000000,0.075277777777777,1919318.000000000000000
Barddhaman,1091,4017.000000000000000,0.278958333333331,3145883.000000000000000
Durgapur,1092,1246.000000000000000,0.086527777777777,1477526.000000000000000
Kalna,1093,1251.000000000000000,0.086874999999999,1159595.000000000000000
Katoya,1094,1365.000000000000000,0.094791666666666,933994.000000000000000
Bolpur,1095,1505.000000000000000,0.104513888888888,1121252.000000000000000
Rampur Hat,1096,2022.000000000000000,0.140416666666666,1404258.000000000000000
Siuri,1097,2291.000000000000000,0.159097222222221,1370931.000000000000000
Balurghat,1098,2747.000000000000000,0.190763888888887,1820182.000000000000000
Darjiling,1099,1031.000000000000000,0.071597222222222,0.000000000000000
Kalimpong,1100,1449.000000000000000,0.100624999999999,0.000000000000000
Kurseong,1101,526.000000000000000,0.036527777777777,0.000000000000000
Siliguri,1102,1104.000000000000000,0.076666666666666,6679.000000000000000
Haora,1103,585.000000000000000,0.040625000000000,2793218.000000000000000
Uluberiya,1104,1237.000000000000000,0.085902777777777,2042552.000000000000000
Arambag,1105,1360.000000000000000,0.094444444444444,1285339.000000000000000
Chandannagar,1106,649.000000000000000,0.045069444444444,1273522.000000000000000
Chunchura,1107,1469.000000000000000,0.102013888888888,2318396.000000000000000
Shrirampur,1108,517.000000000000000,0.035902777777777,1326752.000000000000000
Jalpaiguri,1109,4406.000000000000000,0.305972222222220,11972.000000000000000
Dinhata,1110,937.000000000000000,0.065069444444444,51860.000000000000000
Kochbihar,1111,963.000000000000000,0.066874999999999,0.000000000000000
Mathabhanga,1112,1132.000000000000000,0.078611111111110,7456.000000000000000
Mekhliganj,1113,640.000000000000000,0.044444444444444,75025.000000000000000
Tufanganj,1114,739.000000000000000,0.051319444444444,19009.000000000000000
Alipur,1115,116.000000000000000,0.008055555555555,4683907.000000000000000
Maldah,1116,4645.000000000000000,0.322569444444442,4484109.000000000000000
Baharampur,1117,2223.000000000000000,0.154374999999999,2701708.000000000000000
Jangipur,1118,1436.000000000000000,0.099722222222221,1823734.000000000000000
Kandi,1119,1510.000000000000000,0.104861111111110,2197960.000000000000000
Murshidabad,1120,1758.000000000000000,0.122083333333332,1271683.000000000000000
Kalyani,1121,601.000000000000000,0.041736111111111,1148842.000000000000000
Krishnanagar,1122,3244.000000000000000,0.225277777777776,3061253.000000000000000
Ranaghat,1123,1161.000000000000000,0.080624999999999,1655499.000000000000000
Bangaon,1124,1080.000000000000000,0.074999999999999,1165297.000000000000000
Barakpur,1125,405.000000000000000,0.028125000000000,3672103.000000000000000
Barasat,1126,1254.000000000000000,0.087083333333333,3735304.000000000000000
Basirhat,1127,3307.000000000000000,0.229652777777776,2932721.000000000000000
n.a. ( 1220),1128,1310.000000000000000,0.090972222222221,6416.000000000000000
Ghatal,1129,1208.000000000000000,0.083888888888888,945639.000000000000000
Jhargram,1130,3910.000000000000000,0.271527777777776,1302577.000000000000000
Medinipur,1131,6746.000000000000000,0.468472222222218,4313788.000000000000000
Kanthi,1132,2762.000000000000000,0.191805555555554,2665993.000000000000000
Tamluk,1133,2258.000000000000000,0.156805555555554,3031101.000000000000000
Puruliya,1134,7956.000000000000000,0.552499999999996,2184.000000000000000
Diamond Harbour,1135,2677.000000000000000,0.185902777777776,2775008.000000000000000
n.a. ( 1187),1136,3351.000000000000000,0.232708333333331,5953585.000000000000000
n.a. ( 1229),1137,942.000000000000000,0.065416666666666,163565.000000000000000
Islampur,1138,2411.000000000000000,0.167430555555554,1815479.000000000000000
Raiganj,1139,1942.000000000000000,0.134861111111110,1675140.000000000000000
