VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
215,2110.000000000000000,0.146527777777777,0,26396,26396,1131.086729857821410,2336.331024386551690,2386593.000000000000000,871,553,61,2.8910000,9,1,0.0474000,502,2198
216,1864.000000000000000,0.129444444444443,0,23451,23451,1132.768776824034830,2222.283786842077916,2111481.000000000000000,766,218,199,10.6759996,3,1,0.0536000,415,3152
217,1158.000000000000000,0.080416666666666,34,23684,23650,1157.995682210708082,2111.886335836010403,1340959.000000000000000,531,218,111,9.5854998,34,1,0.0864000,547,2528
218,3202.000000000000000,0.222361111111109,0,18309,18309,839.008432229856908,1687.888147580324812,2686505.000000000000000,952,174,191,5.9650002,21,1,0.0312000,305,2285
219,6855.000000000000000,0.476041666666663,0,49968,49968,689.797665937272200,1687.005370763986093,4728563.000000000000000,1305,158,365,5.3246002,20,1,0.0146000,185,1719
220,1163.000000000000000,0.080763888888888,0,25737,25737,738.545141874462161,1942.835765138420356,858928.000000000000000,540,0,117,10.0601997,14,1,0.0860000,162,1585
221,1560.000000000000000,0.108333333333332,0,24553,24553,1256.278846153846416,2537.962861625131609,1959795.000000000000000,720,361,57,3.6538000,3,1,0.0641000,451,2791
222,666.000000000000000,0.046250000000000,48,11809,11761,822.735735735735602,1399.632715383650066,547942.000000000000000,332,162,39,5.8558998,58,1,0.1502000,375,1820
223,746.000000000000000,0.051805555555555,28,55775,55747,4834.571045576401957,10698.756023797748639,3606590.000000000000000,460,162,51,6.8365002,43,1,0.1340000,536,14967
224,1719.000000000000000,0.119374999999999,0,24414,24414,1225.884816753929499,2353.979101634707149,2107296.000000000000000,811,241,78,4.5374999,19,1,0.0582000,541,2729
225,3476.000000000000000,0.241388888888887,0,29029,29029,1140.107594936708665,2403.188650362026692,3963014.000000000000000,1207,241,202,5.8112998,2,1,0.0288000,481,2319
226,4199.000000000000000,0.291597222222220,1,23158,23157,930.591569421289705,1957.320788440059459,3907554.000000000000000,1286,447,109,2.5959001,1,1,0.0238000,402,1778
227,4968.000000000000000,0.344999999999997,0,32370,32370,720.383051529789441,1607.415467737100244,3578863.000000000000000,1255,157,228,4.5893998,18,1,0.0201000,275,1686
228,2187.000000000000000,0.151874999999999,0,41700,41700,1037.594421582077075,2519.620335896024699,2269219.000000000000000,741,270,187,8.5504999,3,1,0.0457000,402,2635
229,946.000000000000000,0.065694444444444,0,28048,28048,1370.576109936576131,2478.808141069542216,1296565.000000000000000,493,327,41,4.3340001,3,1,0.1057000,654,2450
230,1482.000000000000000,0.102916666666666,0,24085,24085,1102.032388663965776,2133.726690884664094,1633212.000000000000000,654,327,115,7.7598000,1,1,0.0675000,505,1898
231,1355.000000000000000,0.094097222222221,0,35338,35338,1597.798523985238489,2890.060131908933272,2165017.000000000000000,700,327,46,3.3947999,5,1,0.0738000,726,3602
232,3429.000000000000000,0.238124999999998,0,37800,37800,1396.457276173812488,2801.701073754246408,4788452.000000000000000,1288,486,130,3.7911999,20,1,0.0292000,588,3149
233,780.000000000000000,0.054166666666666,22,19467,19445,964.175641025639038,1524.011498432790177,752057.000000000000000,335,184,86,11.0256004,22,1,0.1282000,395,2720
234,743.000000000000000,0.051597222222222,63,29772,29709,1791.191117092866307,3334.346565872799147,1330855.000000000000000,483,329,30,4.0377002,63,1,0.1346000,820,3532
235,1609.000000000000000,0.111736111111110,0,37956,37956,1214.307644499688877,2296.707298906998403,1953821.000000000000000,756,296,68,4.2262001,51,1,0.0622000,654,2322
236,1078.000000000000000,0.074861111111111,0,45384,45384,1489.233766233767028,3425.451928675796353,1605394.000000000000000,591,329,39,3.6178000,40,1,0.0928000,653,2718
237,2897.000000000000000,0.201180555555554,0,23962,23962,1368.412840869865931,2494.107499058453413,3964292.000000000000000,1129,450,84,2.8996000,6,1,0.0345000,617,2947
238,1468.000000000000000,0.101944444444444,0,19498,19498,827.567438692097312,1860.036201034200303,1214869.000000000000000,597,210,64,4.3597002,5,1,0.0681000,400,1473
239,1645.000000000000000,0.114236111111110,0,16394,16394,889.189057750759957,1965.689951990768122,1462716.000000000000000,615,210,73,4.4376998,1,1,0.0608000,379,1525
240,2604.000000000000000,0.180833333333332,0,37241,37241,1596.241167434714498,3055.699422435302495,4156612.000000000000000,1089,706,126,4.8386998,5,1,0.0384000,790,3036
241,159.000000000000000,0.011041666666667,12,37158,37146,7624.754716981132333,9068.169588289281819,1212336.000000000000000,128,14269,12,7.5472002,12,1,0.6289000,5141,15161
243,1075.000000000000000,0.074652777777777,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,1075,100.0000000,0,1075,100.0000000,0,0
244,599.000000000000000,0.041597222222222,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,599,100.0000000,0,599,100.0000000,0,0
245,783.000000000000000,0.054375000000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,783,100.0000000,0,783,100.0000000,0,0
246,732.000000000000000,0.050833333333333,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,732,100.0000000,0,732,100.0000000,0,0
