GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,NAME_3,TYPE_3,ENGTYPE_3
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.3_1,Bhola,Manpura,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.3_1,Bhola,Tazumuddin,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.4_1,Jhalokati,Jhalokati Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.4_1,Jhalokati,Kanthalia,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.4_1,Jhalokati,Nalchity,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.4_1,Jhalokati,Rajapur,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.5_1,Patuakhali,Bauphal,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.5_1,Patuakhali,Dashmina,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.5_1,Patuakhali,Dumki,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.5_1,Patuakhali,Galachipa,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.5_1,Patuakhali,Kala Para,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.5_1,Patuakhali,Mirzaganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.5_1,Patuakhali,Patuakhali Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.6_1,Pirojpur,Bhandaria,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.6_1,Pirojpur,Kawkhali,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.6_1,Pirojpur,Mathbaria,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.6_1,Pirojpur,Nazirpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.6_1,Pirojpur,Nesarabad (Swarupkati),Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.6_1,Pirojpur,Pirojpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.1_1,Barisal,BGD.1.6_1,Pirojpur,Zianagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Adabor,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Badda,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Bangshal,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Biman Bandar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Cantonment,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Chak Bazar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Dakshinkhan,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Darus Salam,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Demra,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Dhamrai,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Dhanmondi,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Dohar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Gendaria,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Gulshan,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Hazaribagh,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Jatrabari,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Kadamtali,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Kafrul,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Kalabagan,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Kamrangir Char,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Keraniganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Khilgaon,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Khilkhet,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Kotwali,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Lalbagh,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Mirpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Mohammadpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Motijheel,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Nawabganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,New Market,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Pallabi,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Paltan,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Ramna,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Rampura,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Sabujbagh,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Savar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Shah Ali,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Shahbagh,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Sher-e-bangla Nagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Shyampur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Sutrapur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Tejgaon,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Tejgaon Ind. Area,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Turag,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Uttar Khan,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.1_1,Dhaka,Uttara,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Alfadanga,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Bhanga,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Boalmari,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Char Bhadrasan,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Faridpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Madhukhali,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Nagarkanda,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Sadarpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.2_1,Faridpur,Saltha,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.4_1,Gopalganj,Gopalganj Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.4_1,Gopalganj,Kashiani,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.4_1,Gopalganj,Kotali Para,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.4_1,Gopalganj,Muksudpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.4_1,Gopalganj,Tungi Para,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.7_1,Madaripur,Kalkini,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.7_1,Madaripur,Madaripur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.7_1,Madaripur,Rajoir,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.7_1,Madaripur,Shib Char,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.8_1,Manikganj,Daulatpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.8_1,Manikganj,Ghior,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.8_1,Manikganj,Harirampur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.8_1,Manikganj,Manikganj Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.8_1,Manikganj,Saturia,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.8_1,Manikganj,Shibalaya,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.8_1,Manikganj,Singair,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.9_1,Munshiganj,Gazaria,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.9_1,Munshiganj,Lohajang,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.9_1,Munshiganj,Munshiganj Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.9_1,Munshiganj,Serajdikhan,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.9_1,Munshiganj,Sreenagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.9_1,Munshiganj,Tongibari,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.14_1,Rajbari,Balia Kandi,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.14_1,Rajbari,Goalandaghat,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.14_1,Rajbari,Kalukhali,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.14_1,Rajbari,Pangsha,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.14_1,Rajbari,Rajbari Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.15_1,Shariatpur,Bhedarganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.15_1,Shariatpur,Damudya,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.15_1,Shariatpur,Gosairhat,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.15_1,Shariatpur,Naria,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.15_1,Shariatpur,Shariatpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.15_1,Shariatpur,Zanjira,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Basail,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Bhuapur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Delduar,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Dhanbari,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Ghatail,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Gopalpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Kalihati,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Madhupur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Mirzapur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Nagarpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Sakhipur,Upazilla,Upazilla
BGD,Bangladesh,BGD.3_1,Dhaka,BGD.3.17_1,Tangail,Tangail Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Bagerhat Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Chitalmari,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Fakirhat,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Kachua,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Mollahat,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Mongla,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Morrelganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Rampal,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.1_1,Bagerhat,Sarankhola,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.2_1,Chuadanga,Alamdanga,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.2_1,Chuadanga,Chuadanga Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.2_1,Chuadanga,Damurhuda,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.2_1,Chuadanga,Jiban Nagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Abhaynagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Bagher Para,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Chaugachha,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Jhikargachha,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Keshabpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Kotwali,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Manirampur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.3_1,Jessore,Sharsha,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.4_1,Jhenaidah,Harinakunda,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.4_1,Jhenaidah,Jhenaidah Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.4_1,Jhenaidah,Kaliganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.4_1,Jhenaidah,Kotchandpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.4_1,Jhenaidah,Maheshpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.4_1,Jhenaidah,Shailkupa,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Batiaghata,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Dacope,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Daulatpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Dighalia,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Dumuria,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Khalishpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Khan Jahan Ali,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Khulna Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Koyra,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Paikgachha,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Phultala,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Rupsa,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Sonadanga,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.5_1,Khulna,Terokhada,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.6_1,Kushtia,Bheramara,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.6_1,Kushtia,Daulatpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.6_1,Kushtia,Khoksa,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.6_1,Kushtia,Kumarkhali,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.6_1,Kushtia,Kushtia Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.6_1,Kushtia,Mirpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.7_1,Magura,Magura Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.7_1,Magura,Mohammadpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.7_1,Magura,Shalikha,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.7_1,Magura,Sreepur,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.8_1,Meherpur,Gangni,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.8_1,Meherpur,Meherpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.8_1,Meherpur,Mujib Nagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.9_1,Narail,Kalia,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.9_1,Narail,Lohagara,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.9_1,Narail,Narail Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.10_1,Satkhira,Assasuni,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.10_1,Satkhira,Debhata,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.10_1,Satkhira,Kalaroa,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.10_1,Satkhira,Kaliganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.10_1,Satkhira,Satkhira Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.10_1,Satkhira,Shyamnagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.4_1,Khulna,BGD.4.10_1,Satkhira,Tala,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.5_1,Jamalpur,Bakshiganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.5_1,Jamalpur,Dewanganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.5_1,Jamalpur,Islampur,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.5_1,Jamalpur,Jamalpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.5_1,Jamalpur,Madarganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.5_1,Jamalpur,Melandaha,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.5_1,Jamalpur,Sarishabari,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.16_1,Sherpur,Jhenaigati,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.16_1,Sherpur,Nakla,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.16_1,Sherpur,Nalitabari,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.16_1,Sherpur,Sherpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.8_1,Mymensingh,BGD.8.16_1,Sherpur,Sreebardi,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Adamdighi,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Bogra Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Dhunat,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Dhupchanchia,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Gabtali,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Kahaloo,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Nandigram,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Sariakandi,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Shajahanpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Sherpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Shibganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.1_1,Bogra,Sonatola,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.2_1,Joypurhat,Akkelpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.2_1,Joypurhat,Joypurhat Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.2_1,Joypurhat,Kalai,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.2_1,Joypurhat,Khetlal,Upazilla,Upazilla
